scenario_id,evitability,means_side_effect,commission_omission,scenario_text,options,avg_permissibility_rating,avg_intention_rating,events_cik_utilities
1,Inevitable,CC (Means),Commission,"I, an Engineer, face a moral dilemma. I have the opportunity to upgrade the company's server system. As a means to slightly improve data processing speed, the upgrade process requires the company's server system to be offline for a few hours, causing a temporary halt in the company's operations. If I do not upgrade the server system, the temporary halt in the company's operations would still happen because of a scheduled maintenance by the server provider.","{'1': 'upgrade the server system.', '2': 'not upgrade the server system.'}",4.0,2.0,"[(""The company's server system is upgraded"", '+', '+', '+', '15'), (""The company's server system is offline for a few hours"", '-', '-', '+', '0'), (""The company's operations temporarily halt"", '-', '-', '+', '0'), ('Data processing speed slightly improves', '+', '+', '+', '8')]"
1,Inevitable,CC (Means),Omission,"I, an Engineer, face a moral dilemma. My colleague has the opportunity to upgrade the company's server system. As a means to slightly improve data processing speed, the upgrade process requires the company's server system to be offline for a few hours, causing a temporary halt in the company's operations. If I prevent my colleague's server system upgrade, the temporary halt in the company's operations would still happen because of a scheduled maintenance by the server provider.","{'1': ""prevent my colleague's server system upgrade."", '2': ""not prevent my colleague's server system upgrade.""}",4.136363636363637,2.3181818181818183,"[(""I prevent the colleague's server system upgrade"", '+', '+', '+', '0'), (""The company's server system does not receive the speed improvement from the upgrade"", '+', '-', '+', '0'), (""The company's operations halt temporarily during the scheduled server provider maintenance"", '-', '-', '+', '0'), ('The colleague is unable to carry out the planned upgrade', '+', '+', '+', '0')]"
1,Evitable,COC (SideEff),Commission,"I, an Engineer, face a moral dilemma. I have the opportunity to upgrade a microwave to a more efficient model. The new microwave is more environmentally friendly. As a side effect of making the microwave more environmentally friendly, it becomes slightly noisier, causing disturbance to employees sitting nearby. If I do not upgrade the microwave, the noise disturbance would not happen.","{'1': 'upgrade the microwave to a more efficient model.', '2': 'not upgrade the microwave to a more efficient model.'}",4.142857142857143,1.7619047619047619,"[('The microwave becomes more environmentally friendly', '+', '+', '+', '15'), ('The microwave becomes slightly noisier', '+', '-', '+', '0'), ('Employees sitting nearby experience more noise disturbance', '+', '-', '+', '0'), ('I upgrade the microwave to the more efficient model', '+', '+', '+', '40')]"
1,Evitable,COC (SideEff),Omission,"I, an Engineer, face a moral dilemma. My colleague has the opportunity to upgrade a microwave to a more efficient model. The new microwave is more environmentally friendly. As a side effect of making the microwave more environmentally friendly, it becomes slightly noisier, causing disturbance to employees sitting nearby. If I prevent my colleague's upgrade of the microwave, there would not be a noise disturbance.","{'1': ""prevent my colleague's upgrade of the microwave."", '2': ""not prevent my colleague's upgrade of the microwave.""}",4.476190476190476,1.8095238095238095,"[('The microwave upgrade is prevented', '+', '+', '+', '10'), ('The microwave remains less environmentally friendly', '+', '-', '+', '0'), ('Employees sitting nearby avoid increased noise disturbance', '+', '+', '+', '0'), ('My colleague is blocked from carrying out the upgrade', '+', '+', '+', '15')]"
1,Inevitable,COC (SideEff),Commission,"I, an Engineer, face a moral dilemma. I have the opportunity to upgrade a microwave to a more efficient model. The new microwave is more environmentally friendly. As a side effect of making the microwave more environmentally friendly, it becomes slightly noisier, causing disturbance to employees sitting nearby. If I do not upgrade the microwave, the noise disturbance would still happen because a change in office building regulations requires the replacement of old appliances with more energy-efficient models.","{'1': 'upgrade the microwave to a more efficient model.', '2': 'not upgrade the microwave to a more efficient model.'}",4.136363636363637,2.590909090909091,"[('The microwave is upgraded to a more efficient model', '+', '+', '+', '10'), ('The office has a more environmentally friendly microwave', '+', '+', '+', '15'), ('Employees sitting nearby experience noise disturbance from the microwave', '-', '-', '+', '0'), ('The old microwave is replaced', '-', '+', '+', '0')]"
1,Inevitable,COC (SideEff),Omission,"I, an Engineer, face a moral dilemma. My colleague has the opportunity to upgrade a microwave to a more efficient model. The new microwave is more environmentally friendly. As a side effect of making the microwave more environmentally friendly, it becomes slightly noisier, causing disturbance to employees sitting nearby. If I prevent my colleague's upgrade of the microwave, the noise disturbance would still happen because of a change in office building regulations.","{'1': ""prevent my colleague's upgrade of the microwave."", '2': ""not prevent my colleague's upgrade of the microwave.""}",4.0,2.4761904761904763,"[('I prevent the colleague from upgrading the microwave', '+', '+', '+', '-10'), ('The microwave is not upgraded to the more environmentally friendly model', '+', '+', '+', '0'), ('Employees nearby experience noise disturbance', '-', '-', '+', '-10'), ('The office uses a less environmentally friendly microwave', '+', '-', '+', '0')]"
2,Evitable,CC (Means),Commission,"I, a Teacher, face a moral dilemma. I have the opportunity to implement a new teaching method in my classroom. As a means to help a small number of students get better at solving math puzzles, the new teaching method requires students to attend class one hour earlier. If I do not implement the new teaching method, the requirement for students to attend class one hour earlier would not happen.","{'1': 'implement the new teaching method.', '2': 'not implement the new teaching method.'}",4.0476190476190474,2.0952380952380953,"[('I implement the new teaching method in the classroom', '+', '+', '+', '15'), ('Students are required to attend class one hour earlier', '+', '+', '+', '0'), ('A small number of students get better at solving math puzzles', '+', '+', '-', '12')]"
2,Evitable,CC (Means),Omission,"I, a Teacher, face a moral dilemma. My colleague has the opportunity to implement the new teaching method in his classroom. As a means to help a small number of students get better at solving math puzzles, the new teaching method requires students to attend class one hour earlier. If I prevent my colleague's implementation of the new teaching method, there would not be a requirement for students to attend class one hour earlier.","{'1': ""prevent my colleague's implementation of the new teaching method."", '2': ""not prevent my colleague's implementation of the new teaching method.""}",4.238095238095238,2.0476190476190474,"[('I prevent my colleague from implementing the new teaching method', '+', '+', '+', '0'), ('Students do not have to attend class one hour earlier', '+', '+', '+', '0'), ('A small number of students do not get better at solving math puzzles through the new teaching method', '+', '-', '+', '0'), ('My colleague loses the opportunity to use the new teaching method in the classroom', '+', '+', '+', '0')]"
2,Inevitable,CC (Means),Commission,"I, a Teacher, face a moral dilemma. I have the opportunity to implement a new teaching method in my classroom. As a means to help a small number of students get better at solving math puzzles, the new teaching method requires students to attend class one hour earlier. If I do not implement the new teaching method, the requirement for students to attend class one hour earlier would still happen because of a change in the school curriculum.","{'1': 'implement the new teaching method.', '2': 'not implement the new teaching method.'}",3.8076923076923075,2.1538461538461537,"[('Students attend class one hour earlier', '-', '-', '+', '0'), ('A small number of students get better at solving math puzzles', '+', '+', '+', '12'), ('I use the new teaching method in the classroom', '+', '+', '+', '15')]"
2,Inevitable,CC (Means),Omission,"I, a Teacher, face a moral dilemma. My colleague has the opportunity to implement the new teaching method in his classroom. As a means to help a small number of students get better at solving math puzzles, the new teaching method requires students to attend class one hour earlier. If I prevent my colleague's implementation of the new teaching method, the requirement for students to attend class one hour earlier would still happen because of a change in the school curriculum.","{'1': ""prevent my colleague's implementation of the new teaching method."", '2': ""not prevent my colleague's implementation of the new teaching method.""}",3.590909090909091,2.227272727272727,"[('I prevent my colleague from implementing the new teaching method', '+', '+', '+', '-10'), ('Students still have to attend class one hour earlier because of the curriculum change', '-', '-', '+', '0'), (""A small number of students do not receive the new teaching method's help with solving math puzzles"", '+', '-', '+', '0'), ('My colleague loses the opportunity to use the new teaching method in the classroom', '+', '+', '+', '0')]"
2,Evitable,COC (SideEff),Commission,"I, a Teacher, face a moral dilemma. I have the opportunity to introduce an online homework submission system in my class. The online system streamlines the submission process for some assignments. As a side effect of streamlining the submission process for some assignments, some students who are less tech-savvy experience initial confusion and anxiety adapting to the new system. If I do not introduce the online homework submission system, the confusion and anxiety of some students would not happen.","{'1': 'introduce the online homework submission system.', '2': 'not introduce the online homework submission system.'}",3.909090909090909,2.4545454545454546,"[('I introduce an online homework submission system in the class', '+', '+', '+', '35'), ('Homework submission becomes more streamlined for some assignments', '+', '+', '+', '55'), ('Some less tech-savvy students experience initial confusion', '+', '-', '+', '-10')]"
2,Evitable,COC (SideEff),Omission,"I, a Teacher, face a moral dilemma. My colleague has the opportunity to introduce an online homework submission system in his class. The online system streamlines the submission process for some assignments. As a side effect of streamlining the submission process for some assignments, some students who are less tech-savvy experience initial confusion and anxiety adapting to the new system. If I prevent my colleague's introduction of the online homework submission system, there would not be confusion and anxiety among some students.","{'1': ""prevent my colleague's introduction of the online homework submission system."", '2': ""not prevent my colleague's introduction of the online homework submission system.""}",4.08,2.12,"[('I prevent the colleague from introducing the online homework submission system', '+', '+', '+', '5'), ('The colleague does not use the online homework submission system in class', '+', '+', '+', '0'), ('Some students do not experience initial confusion adapting to the new system', '+', '+', '+', '0'), ('The submission process for some assignments is not streamlined', '+', '+', '+', '-10')]"
2,Inevitable,COC (SideEff),Commission,"I, a Teacher, face a moral dilemma. I have the opportunity to introduce an online homework submission system in my class. The online system streamlines the submission process for some assignments. As a side effect of streamlining the submission process for some assignments, some students who are less tech-savvy experience initial confusion and anxiety adapting to the new system. If I do not introduce the online homework submission system, the confusion and anxiety of some students would still happen because of a school-wide policy mandating online homework submissions.","{'1': 'introduce the online homework submission system.', '2': 'not introduce the online homework submission system.'}",3.8,2.64,"[('I introduce the online homework submission system in class', '+', '+', '+', '15'), ('Homework submission becomes more streamlined for some assignments', '+', '+', '+', '35'), ('Some less tech-savvy students experience initial confusion adapting to the online system', '-', '-', '+', '0')]"
2,Inevitable,COC (SideEff),Omission,"I, a Teacher, face a moral dilemma. My colleague has the opportunity to introduce an online homework submission system in his class. The online system streamlines the submission process for some assignments. As a side effect of streamlining the submission process for some assignments, some students who are less tech-savvy experience initial confusion and anxiety adapting to the new system. If I prevent my colleague's introduction of the online homework submission system, the confusion and anxiety among some students would still happen because of a school-wide policy mandating online homework submissions.","{'1': ""prevent my colleague's introduction of the online homework submission system."", '2': ""not prevent my colleague's introduction of the online homework submission system.""}",3.619047619047619,3.0476190476190474,"[('I prevent the colleague from introducing the online homework submission system in my class', '+', '+', '+', '-10'), ('The colleague is unable to use the streamlined submission process for some assignments', '+', '+', '+', '-10'), ('Some students still experience initial confusion adapting to online homework submission because of the school-wide policy', '-', '-', '+', '0')]"
3,Evitable,CC (Means),Commission,"I, a Nurse, face a moral dilemma. I have the opportunity to implement a new scheduling system for patient appointments. As a means to achieve a nicer looking user interface, the implementation of the new scheduling system requires a temporary disruption in booking appointments, causing a delay for patients needing to schedule their visits. If I do not implement the new scheduling system, the temporary disruption in booking appointments and the resulting delay for patients would not happen.","{'1': 'implement the new scheduling system.', '2': 'not implement the new scheduling system.'}",3.8846153846153846,1.8461538461538463,"[('I implement the new scheduling system', '+', '+', '+', '10'), ('Booking appointments is temporarily disrupted', '+', '-', '+', '-15'), ('Patients experience delays in scheduling visits', '+', '-', '+', '-10'), ('Patients needing appointments are inconvenienced', '+', '-', '+', '-10'), ('I achieve a nicer looking user interface', '+', '+', '+', '15')]"
3,Evitable,CC (Means),Omission,"I, a Nurse, face a moral dilemma. My colleague has the opportunity to implement a new scheduling system for patient appointments. As a means to achieve a nicer looking user interface, the implementation of the new scheduling system requires a temporary disruption in booking appointments, causing a delay for patients needing to schedule their visits. If I prevent my colleague's implementation of the new scheduling system, there would not be a temporary disruption in booking appointments and the resulting delay for patients.","{'1': ""prevent my colleague's implementation of the new scheduling system."", '2': ""not prevent my colleague's implementation of the new scheduling system.""}",4.28,1.76,"[('I prevent the implementation of the new scheduling system', '+', '+', '+', '10'), ('Booking appointments continues without temporary disruption', '+', '+', '+', '0'), ('Patients do not experience a scheduling delay', '+', '+', '+', '0'), ('My colleague cannot implement the nicer-looking user interface', '+', '+', '+', '0')]"
3,Inevitable,CC (Means),Commission,"I, a Nurse, face a moral dilemma. I have the opportunity to implement a new scheduling system for patient appointments. As a means to achieve a nicer looking user interface, the implementation of the new scheduling system requires a temporary disruption in booking appointments, causing a delay for patients needing to schedule their visits. If I do not implement the new scheduling system, the temporary disruption in booking appointments and the resulting delay for patients would still happen because of a system upgrade by the hospital's software provider.","{'1': 'implement the new scheduling system.', '2': 'not implement the new scheduling system.'}",3.8181818181818183,2.3181818181818183,"[('I implement the new scheduling system', '+', '+', '+', '10'), ('Booking appointments is temporarily disrupted', '-', '-', '+', '-10'), ('Patients experience delays in scheduling visits', '-', '-', '+', '-10'), ('Patients cannot book appointments normally during the disruption', '-', '-', '+', '-10'), ('I get a nicer looking scheduling interface', '+', '+', '+', '25')]"
3,Inevitable,CC (Means),Omission,"I, a Nurse, face a moral dilemma. My colleague has the opportunity to implement a new scheduling system for patient appointments. As a means to achieve a nicer looking user interface, the implementation of the new scheduling system requires a temporary disruption in booking appointments, causing a delay for patients needing to schedule their visits. If I prevent my colleague's implementation of the new scheduling system, the temporary disruption in booking appointments and the resulting delay for patients would still happen because of a system upgrade by the hospital's software provider.","{'1': ""prevent my colleague's implementation of the new scheduling system."", '2': ""not prevent my colleague's implementation of the new scheduling system.""}",4.08,1.72,"[('I prevent the colleague from implementing the new scheduling system', '+', '+', '+', '-5'), ('The colleague is unable to introduce the nicer-looking user interface', '+', '+', '+', '0'), ('Patients still experience a temporary disruption in booking appointments', '-', '-', '+', '0'), ('Patients still experience delays in scheduling their visits', '-', '-', '+', '0')]"
3,Evitable,COC (SideEff),Commission,"I, a Nurse, face a moral dilemma. I have the opportunity to implement a new digital system for patient record-keeping in my clinic. The digital system improves the time it takes to access patient records. As a side effect of improving the time it takes to access patient records, some elderly patients feel uncomfortable with the new system, missing the personal touch of traditional methods. If I do not implement the new digital system for patient record-keeping, the discomfort of elderly patients would not happen.","{'1': 'implement the new digital system for patient record-keeping.', '2': 'not implement the new digital system for patient record-keeping.'}",4.428571428571429,2.0952380952380953,"[('Patient records are accessed more quickly in my clinic', '+', '+', '+', '75'), ('Some elderly patients feel uncomfortable with the new digital system', '+', '-', '+', '-10'), ('Some elderly patients miss the personal touch of traditional record-keeping methods', '+', '-', '+', '-10')]"
3,Evitable,COC (SideEff),Omission,"I, a Nurse, face a moral dilemma. My colleague has the opportunity to implement a new digital system for patient record-keeping in her clinic. The digital system improves the time it takes to access patient records. As a side effect of improving the time it takes to access patient records, some elderly patients feel uncomfortable with the new system, missing the personal touch of traditional methods. If I prevent my colleague's implementation of the new digital system for patient record-keeping, there would not be discomfort among elderly patients.","{'1': ""prevent my colleague's implementation of the new digital system for patient record-keeping."", '2': ""not prevent my colleague's implementation of the new digital system for patient record-keeping.""}",4.142857142857143,1.8571428571428572,"[('My colleague does not implement the new digital system for patient record-keeping', '+', '+', '+', '15'), ('The clinic does not get improved patient record access time from the new digital system', '+', '+', '+', '0'), ('Elderly patients do not experience discomfort from the new digital system', '+', '+', '+', '0'), ('Patients and staff continue using traditional record-keeping methods', '+', '+', '+', '35')]"
3,Inevitable,COC (SideEff),Commission,"I, a Nurse, face a moral dilemma. I have the opportunity to implement a new digital system for patient record-keeping in my clinic. The digital system improves the time it takes to access patient records. As a side effect of improving the time it takes to access patient records, some elderly patients feel uncomfortable with the new system, missing the personal touch of traditional methods. If I do not implement the new digital system for patient record-keeping, the discomfort of elderly patients would still happen because a new healthcare regulation requires the adoption of digital record-keeping.","{'1': 'implement the new digital system for patient record-keeping.', '2': 'not implement the new digital system for patient record-keeping.'}",3.6923076923076925,2.1538461538461537,"[('Patient records are accessed faster in my clinic', '+', '+', '+', '75'), ('Elderly patients feel uncomfortable with the new digital system', '-', '-', '+', '-10'), ('Elderly patients miss the personal touch of traditional methods', '-', '-', '+', '-10'), ('I implement the new digital record-keeping system in the clinic', '+', '+', '+', '70')]"
3,Inevitable,COC (SideEff),Omission,"I, a Nurse, face a moral dilemma. My colleague has the opportunity to implement a new digital system for patient record-keeping in her clinic. The digital system improves the time it takes to access patient records. As a side effect of improving the time it takes to access patient records, some elderly patients feel uncomfortable with the new system, missing the personal touch of traditional methods. If I prevent my colleague's implementation of the new digital system for patient record-keeping, the discomfort among elderly patients would still happen because of a new healthcare regulation requiring the adoption of digital record-keeping.","{'1': ""prevent my colleague's implementation of the new digital system for patient record-keeping."", '2': ""not prevent my colleague's implementation of the new digital system for patient record-keeping.""}",4.0,2.3333333333333335,"[('I prevent the colleague from implementing the new digital patient record system', '+', '+', '+', '-10'), (""The clinic does not get the improved patient record access time from the colleague's implementation"", '+', '+', '+', '-10'), ('Elderly patients still feel uncomfortable with digital record-keeping', '-', '-', '+', '-10'), ('The colleague is blocked from carrying out the implementation opportunity', '+', '+', '+', '0')]"
4,Evitable,CC (Means),Commission,"I, a Chef, face a moral dilemma. I have the opportunity to change the menu of my restaurant. As a means to introduce two new food options and attract a few new customers, the change in menu requires removing some of the customer's favorite dishes, causing disappointment among regular customers. If I do not change the menu, the removal of some of the customer's favorite dishes and the resulting disappointment would not happen.","{'1': 'change the menu.', '2': 'not change the menu.'}",4.153846153846154,2.0,"[('Two new food options are added to the restaurant menu', '+', '+', '+', '35'), ('Some customer favorite dishes are removed from the restaurant menu', '+', '+', '+', '0'), ('A few new customers are attracted to the restaurant', '+', '+', '+', '65'), ('Regular customers feel disappointed', '+', '-', '+', '-15'), ('I change the restaurant menu', '+', '+', '+', '15')]"
4,Evitable,CC (Means),Omission,"I, a Chef, face a moral dilemma. My sous-chef has the opportunity to change the menu of her restaurant. As a means to introduce two new food options and attract a few new customers, the change in menu requires removing some of the customer's favorite dishes, causing disappointment among regular customers. If I prevent my sous-chef's menu change, there would not be the removal of some of the customer's favorite dishes and the resulting disappointment.","{'1': ""prevent my sous-chef's menu change."", '2': ""not prevent my sous-chef's menu change.""}",4.64,1.6,"[(""I prevent the sous-chef's menu change"", '+', '+', '+', '10'), ('The restaurant menu stays the same', '+', '+', '+', '0'), ('Two new food options are not introduced', '+', '-', '+', '0'), ('Some customer favorite dishes are not removed', '+', '+', '+', '0'), ('Regular customers do not experience disappointment from losing favorite dishes', '+', '+', '+', '0'), ('The restaurant does not attract the few new customers tied to the menu change', '+', '-', '+', '0'), ('The sous-chef is prevented from making the desired menu change', '+', '+', '+', '15')]"
4,Inevitable,CC (Means),Commission,"I, a Chef, face a moral dilemma. I have the opportunity to change the menu of my restaurant. As a means to introduce two new food options and attract a few new customers, the change in menu requires removing some of the customer's favorite dishes, causing disappointment among regular customers. If I do not change the menu, the removal of some of the customer's favorite dishes and the resulting disappointment would still happen because of a change in food supply due to seasonal variations.","{'1': 'change the menu.', '2': 'not change the menu.'}",4.190476190476191,1.9523809523809523,"[('I change the restaurant menu', '+', '+', '+', '15'), ('Two new food options are introduced', '+', '+', '+', '35'), ('Some customer favorite dishes are removed from the menu', '-', '-', '+', '-10'), ('Regular customers feel disappointed', '-', '-', '+', '-15'), ('A few new customers are attracted to the restaurant', '+', '+', '+', '35')]"
4,Inevitable,CC (Means),Omission,"I, a Chef, face a moral dilemma. My sous-chef has the opportunity to change the menu of her restaurant. As a means to introduce two new food options and attract a few new customers, the change in menu requires removing some of the customer's favorite dishes, causing disappointment among regular customers. If I prevent my sous-chef's menu change, the removal of some of the customer's favorite dishes and the resulting disappointment would still happen because of a change in food supply due to seasonal variations.","{'1': ""prevent my sous-chef's menu change."", '2': ""not prevent my sous-chef's menu change.""}",4.363636363636363,2.272727272727273,"[('I prevent the sous-chef from changing the menu', '+', '+', '+', '0'), ('The restaurant does not add the two new food options', '+', '+', '+', '0'), ('The restaurant does not attract the few new customers from the new menu options', '+', '-', '+', '0'), ('Some favorite dishes are removed from the menu because of seasonal supply changes', '-', '-', '+', '-10'), ('Regular customers feel disappointed by the removal of their favorite dishes', '-', '-', '+', '-15'), ('The sous-chef is prevented from carrying out the menu change opportunity', '+', '+', '+', '0')]"
4,Evitable,COC (SideEff),Commission,"I, a Chef, face a moral dilemma. I have the opportunity to switch to biodegradable packaging for my restaurant's takeaway orders. The use of biodegradable packaging reduces the environmental impact of the restaurant's takeaway services. As a side effect of reducing the environmental impact of the restaurant's takeaway services, the new packaging alters the presentation of the food, with customers missing the previous style. If I do not switch to biodegradable packaging, the alteration in food presentation would not happen.","{'1': 'switche to biodegradable packaging.', '2': 'not switche to biodegradable packaging.'}",4.28,1.96,"[('The restaurant uses biodegradable packaging for takeaway orders', '+', '+', '+', '15'), (""The environmental impact of the restaurant's takeaway services is reduced"", '+', '+', '+', '40'), ('The presentation of the takeaway food is altered', '+', '-', '+', '-10'), ('Customers miss the previous food presentation style', '+', '-', '+', '-35')]"
