intensity,causal_condition,SID,scenario_text,option,events,being,C,I,K,utility,deontic,avg_harm_rating,avg_good_rating,avg_permissibility_rating,avg_intention_rating
mild_harm_mild_good,cc_inevitable_action_yes_stories,0,"I, an Architect, face a moral dilemma. I have the opportunity to renovate a park in the city. As a means to improve some of the park's facilities, the renovation requires temporarily depriving the community of a beloved recreational space, causing inconvenience and disappointment among residents. If I do not renovate the park, the temporary deprivation of the recreational space and the resulting inconvenience and disappointment would still happen because of a city mandate for construction.",1: renovate the park.,"['The park undergoes renovation', 'Residents temporarily lose access to the park', 'Residents experience inconvenience', 'Residents experience disappointment', 'Park facilities are improved']",i,"['+', '-', '-', '-', '+']","['+', '-', '-', '-', '+']","['+', '+', '+', '+', '+']","[{'residents': '35', 'i': '0'}, {'residents': '-35', 'i': '0'}, {'residents': '-35', 'i': '0'}, {'residents': '-60', 'i': '0'}, {'residents': '72', 'i': '12'}]",0.0,3.45,5.7,3.9523809523809526,2.4761904761904763
mild_harm_mild_good,cc_inevitable_action_yes_stories,1,"I, an Engineer, face a moral dilemma. I have the opportunity to upgrade the company's server system. As a means to slightly improve data processing speed, the upgrade process requires the company's server system to be offline for a few hours, causing a temporary halt in the company's operations. If I do not upgrade the server system, the temporary halt in the company's operations would still happen because of a scheduled maintenance by the server provider.",1: upgrade the server system.,"[""The company's server system goes offline for a few hours"", ""The company's operations temporarily halt for a few hours"", ""The company's server system is upgraded"", 'Data processing speed slightly improves', 'I perform the server upgrade during the downtime']",i,"['-', '-', '+', '+', '+']","['-', '-', '+', '+', '+']","['+', '+', '+', '+', '+']","[{'i': '0'}, {'i': '0'}, {'i': '0'}, {'i': '8'}, {'i': '72'}]",38.0,3.7,5.35,4.0,2.0
mild_harm_mild_good,cc_inevitable_action_yes_stories,2,"I, a Teacher, face a moral dilemma. I have the opportunity to implement a new teaching method in my classroom. As a means to help a small number of students get better at solving math puzzles, the new teaching method requires students to attend class one hour earlier. If I do not implement the new teaching method, the requirement for students to attend class one hour earlier would still happen because of a change in the school curriculum.",1: implement the new teaching method.,"['Students attend class one hour earlier', 'A small number of students get better at solving math puzzles', 'I use the new teaching method in the classroom']",i,"['-', '+', '+']","['-', '+', '+']","['+', '+', '+']","[{'i': '0', 'students in my classroom': '-15'}, {'i': '0', 'students in my classroom': '12'}, {'i': '72', 'students in my classroom': '72'}]",30.0,3.85,5.45,3.8076923076923075,2.1538461538461537
mild_harm_mild_good,cc_inevitable_action_yes_stories,3,"I, a Nurse, face a moral dilemma. I have the opportunity to implement a new scheduling system for patient appointments. As a means to achieve a nicer looking user interface, the implementation of the new scheduling system requires a temporary disruption in booking appointments, causing a delay for patients needing to schedule their visits. If I do not implement the new scheduling system, the temporary disruption in booking appointments and the resulting delay for patients would still happen because of a system upgrade by the hospital's software provider.",1: implement the new scheduling system.,"['I implement the new scheduling system', 'Booking appointments is temporarily disrupted', 'Patients experience delays in scheduling visits', 'Patients cannot book appointments normally during the disruption', 'I provide a nicer looking user interface for scheduling']",i,"['+', '-', '-', '-', '+']","['+', '-', '-', '-', '+']","['+', '+', '+', '+', '+']","[{'i': '65', 'patients needing to schedule their visits': '72'}, {'i': '0', 'patients needing to schedule their visits': '-68'}, {'i': '0', 'patients needing to schedule their visits': '-72'}, {'i': '-72', 'patients needing to schedule their visits': '-78'}, {'i': '72', 'patients needing to schedule their visits': '72'}]",31.0,3.25,5.3,3.8181818181818183,2.3181818181818183
mild_harm_mild_good,cc_inevitable_action_yes_stories,4,"I, a Chef, face a moral dilemma. I have the opportunity to change the menu of my restaurant. As a means to introduce two new food options and attract a few new customers, the change in menu requires removing some of the customer's favorite dishes, causing disappointment among regular customers. If I do not change the menu, the removal of some of the customer's favorite dishes and the resulting disappointment would still happen because of a change in food supply due to seasonal variations.",1: change the menu.,"['I introduce two new food options', 'Some customer favorite dishes are removed from the menu', 'Regular customers feel disappointed', 'A few new customers are attracted to the restaurant']",i,"['+', '-', '-', '+']","['+', '+', '-', '+']","['+', '+', '+', '+']","[{'i': '72', 'regular customers disappointed by removed favorite dishes': '-55', 'new customers attracted by the two new food options': '78'}, {'i': '0', 'regular customers disappointed by removed favorite dishes': '-72', 'new customers attracted by the two new food options': '35'}, {'i': '0', 'regular customers disappointed by removed favorite dishes': '-72', 'new customers attracted by the two new food options': '-10'}, {'i': '12', 'regular customers disappointed by removed favorite dishes': '-35', 'new customers attracted by the two new food options': '65'}]",-16.0,3.05,5.8,4.190476190476191,1.9523809523809523
mild_harm_mild_good,cc_inevitable_action_yes_stories,5,"I, an Artist, face a moral dilemma. I have the opportunity to organize an interactive outdoor art exhibit. As a means to increase local interest in art, the exhibit requires the temporary use of a public space, limiting its availability for regular community activities. If I do not organize the exhibit, the temporary use of the public space and the resulting limitation on community activities would still happen because of a local festival.",1: organize the exhibit.,"['I organize the interactive outdoor art exhibit', 'The public space is temporarily used for the art exhibit', 'Regular community activities in the public space are temporarily limited', 'Local people experience the interactive outdoor art exhibit', 'Local interest in art increases']",i,"['+', '+', '-', '+', '+']","['+', '+', '-', '+', '+']","['+', '+', '+', '+', '-']","[{'people who attend the interactive outdoor art exhibit': '72', 'i': '78', 'local festival organizers': '72', 'community members who would use the public space for regular activities': '35'}, {'people who attend the interactive outdoor art exhibit': '72', 'i': '12', 'local festival organizers': '18', 'community members who would use the public space for regular activities': '-35'}, {'people who attend the interactive outdoor art exhibit': '-62', 'i': '-18', 'local festival organizers': '-72', 'community members who would use the public space for regular activities': '-62'}, {'people who attend the interactive outdoor art exhibit': '72', 'i': '12', 'local festival organizers': '78', 'community members who would use the public space for regular activities': '35'}, {'people who attend the interactive outdoor art exhibit': '72', 'i': '12', 'local festival organizers': '78', 'community members who would use the public space for regular activities': '35'}]",44.0,3.7,5.85,4.190476190476191,2.238095238095238
mild_harm_mild_good,cc_inevitable_action_yes_stories,6,"I, a Lawyer, face a moral dilemma. I have the opportunity to conduct a series of intensive mock trials for my law firm's junior associates. As a means to slightly improve the litigation skills of the junior associates, conducting a series of intensive mock trials requires extra work hours for the junior associates. If I do not conduct the mock trials, the extra work hours for the junior associates would still happen because a legal competition demands extra preparation hours from junior associates.",1: conduct the mock trials.,"['I conduct a series of intensive mock trials', 'Junior associates spend extra work hours on the mock trials', 'Junior associates slightly improve their litigation skills']",i,"['+', '+', '+']","['+', '-', '+']","['+', '+', '+']","[{'i': '72', 'junior associates': '72'}, {'i': '12', 'junior associates': '-35'}, {'i': '12', 'junior associates': '35'}]",-8.0,4.05,5.6,3.6153846153846154,2.5384615384615383
mild_harm_mild_good,cc_inevitable_action_yes_stories,7,"I, a Mechanic, face a moral dilemma. I have the opportunity to reorganize a workshop for better workflow. As a means to slightly enhance efficiency in the workshop, the reorganization requires temporarily closing the workshop, delaying service to regular customers. If I do not reorganize the workshop, the temporary closure of the workshop and the resulting delay in service to regular customers would still happen because of a mandatory safety inspection.",1: reorganize the workshop.,"['I reorganize the workshop', 'The workshop temporarily closes', 'Workshop workflow becomes more efficient', 'Regular customers experience delayed service', 'I complete the reorganization during the closure']",i,"['+', '-', '+', '-', '+']","['+', '-', '+', '-', '+']","['+', '+', '+', '+', '+']","[{'regular customers': '18', 'i': '35'}, {'regular customers': '-52', 'i': '0'}, {'regular customers': '72', 'i': '12'}, {'regular customers': '-68', 'i': '0'}, {'regular customers': '35', 'i': '72'}]",15.0,3.45,5.65,4.045454545454546,2.0
mild_harm_mild_good,cc_inevitable_action_yes_stories,8,"I, a Soldier, face a moral dilemma. I have the opportunity to test a new, lightweight but less protective combat gear in training exercises. As a means to test the benefits of lighter gear, it is required to remove some of the gear's heavier protection against bruises. If I do not test the new combat gear, the marginally less protection against bruises would still happen because military regulations shift towards prioritizing mobility, introducing gear that is less protective but increases agility.","1: test the new, lightweight combat gear.","['I wear the new lightweight combat gear during training exercises', 'I have less protection against bruises during training exercises', 'I have increased mobility during training exercises', 'I help evaluate the benefits of the lighter gear']",i,"['+', '-', '+', '+']","['+', '+', '+', '+']","['+', '+', '+', '+']","[{'i': '72'}, {'i': '-42'}, {'i': '72'}, {'i': '12'}]",16.0,3.6,4.75,3.9047619047619047,2.1904761904761907
mild_harm_mild_good,cc_inevitable_action_yes_stories,9,"I, a Policeman, face a moral dilemma. I have the opportunity to initiate a graffiti removal project in local neighborhoods. As a means to remove unpleasant graffiti, the graffiti removal project requires covering up street murals that have artistic value. If I do not initiate the graffiti removal project, the covering up of street murals that have artistic value would still happen because of a city beautification campaign.",1: initiate the graffiti removal project.,"['I initiate the graffiti removal project', 'Unpleasant graffiti is removed from local neighborhoods', 'Street murals with artistic value are covered up', 'Residents see cleaner neighborhood surfaces', 'Artists and community members lose visible artistic murals']",i,"['+', '+', '-', '-', '-']","['+', '+', '-', '+', '-']","['+', '+', '+', '+', '+']","[{'i': '72'}, {'i': '18'}, {'i': '-12'}, {'i': '12'}, {'i': '-62'}]",-7.0,2.8,5.75,4.115384615384615,2.1538461538461537
mild_harm_mild_good,coc_evitable_action_yes_stories,0,"I, an Architect, face a moral dilemma. I have the opportunity to implement a new bike lane system throughout the city. The new bike lane system encourages residents to cycle more. As a side effect of encouraging residents to cycle more, the implementation of the bike lanes increases the prices for parking cars in the city. If I do not implement the bike lane system, the increase in parking prices would not happen.",1: implement the new bike lane system.,"['I implement the new bike lane system', 'Residents cycle more', 'Parking prices in the city increase', 'Drivers in the city pay more to park cars']",i,"['+', '+', '+', '+']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{'city residents who pay higher parking prices because of the new bike lane system': '-58', 'i': '75', 'city residents who cycle more because of the new bike lane system': '84', 'city residents who do not cycle more because of the new bike lane system': '10'}, {'city residents who pay higher parking prices because of the new bike lane system': '-38', 'i': '12', 'city residents who cycle more because of the new bike lane system': '82', 'city residents who do not cycle more because of the new bike lane system': '10'}, {'city residents who pay higher parking prices because of the new bike lane system': '-58', 'i': '0', 'city residents who cycle more because of the new bike lane system': '18', 'city residents who do not cycle more because of the new bike lane system': '-35'}, {'city residents who pay higher parking prices because of the new bike lane system': '-58', 'i': '0', 'city residents who cycle more because of the new bike lane system': '18', 'city residents who do not cycle more because of the new bike lane system': '5'}]",29.0,3.85,6.05,4.2727272727272725,2.0454545454545454
mild_harm_mild_good,coc_evitable_action_yes_stories,1,"I, an Engineer, face a moral dilemma. I have the opportunity to upgrade a microwave to a more efficient model. The new microwave is more environmentally friendly. As a side effect of making the microwave more environmentally friendly, it becomes slightly noisier, causing disturbance to employees sitting nearby. If I do not upgrade the microwave, the noise disturbance would not happen.",1: upgrade the microwave to a more efficient model.,"['I upgrade my microwave to a more efficient model', 'The microwave uses less energy', 'The microwave becomes more environmentally friendly', 'Employees sitting nearby experience more noise disturbance']",i,"['+', '+', '+', '+']","['+', '+', '+', '-']","['+', '+', '+', '+']","[{'i': '42', 'employees sitting nearby': '12'}, {'i': '8', 'employees sitting nearby': '8'}, {'i': '2', 'employees sitting nearby': '8'}, {'i': '0', 'employees sitting nearby': '-58'}]",40.0,3.15,6.1,4.142857142857143,1.7619047619047619
mild_harm_mild_good,coc_evitable_action_yes_stories,2,"I, a Teacher, face a moral dilemma. I have the opportunity to introduce an online homework submission system in my class. The online system streamlines the submission process for some assignments. As a side effect of streamlining the submission process for some assignments, some students who are less tech-savvy experience initial confusion and anxiety adapting to the new system. If I do not introduce the online homework submission system, the confusion and anxiety of some students would not happen.",1: introduce the online homework submission system.,"['I introduce an online homework submission system in the class', 'Homework submission becomes more streamlined for some assignments', 'Some less tech-savvy students experience initial confusion']",i,"['+', '+', '+']","['+', '+', '-']","['+', '+', '+']","[{'other students in my class': '35', 'i': '72', 'students who are less tech-savvy': '-35'}, {'other students in my class': '35', 'i': '18', 'students who are less tech-savvy': '35'}, {'other students in my class': '-8', 'i': '-8', 'students who are less tech-savvy': '-35'}]",17.0,3.3,5.45,3.909090909090909,2.4545454545454546
mild_harm_mild_good,coc_evitable_action_yes_stories,3,"I, a Nurse, face a moral dilemma. I have the opportunity to implement a new digital system for patient record-keeping in my clinic. The digital system improves the time it takes to access patient records. As a side effect of improving the time it takes to access patient records, some elderly patients feel uncomfortable with the new system, missing the personal touch of traditional methods. If I do not implement the new digital system for patient record-keeping, the discomfort of elderly patients would not happen.",1: implement the new digital system for patient record-keeping.,"['Patient records are accessed more quickly in my clinic', 'Some elderly patients feel uncomfortable with the new digital system', 'Some elderly patients miss the personal touch of traditional record-keeping methods']",i,"['+', '+', '+']","['+', '-', '-']","['+', '+', '+']","[{'i': '72', 'non-elderly patients in the clinic': '35', 'elderly patients who feel uncomfortable with the new digital system': '-35'}, {'i': '0', 'non-elderly patients in the clinic': '-10', 'elderly patients who feel uncomfortable with the new digital system': '-68'}, {'i': '0', 'non-elderly patients in the clinic': '0', 'elderly patients who feel uncomfortable with the new digital system': '-72'}]",56.0,3.6,6.1,4.428571428571429,2.0952380952380953
mild_harm_mild_good,coc_evitable_action_yes_stories,4,"I, a Chef, face a moral dilemma. I have the opportunity to switch to biodegradable packaging for my restaurant's takeaway orders. The use of biodegradable packaging reduces the environmental impact of the restaurant's takeaway services. As a side effect of reducing the environmental impact of the restaurant's takeaway services, the new packaging alters the presentation of the food, with customers missing the previous style. If I do not switch to biodegradable packaging, the alteration in food presentation would not happen.",1: switche to biodegradable packaging.,"[""I switch the restaurant's takeaway orders to biodegradable packaging"", ""The environmental impact of the restaurant's takeaway services decreases"", 'The presentation of the takeaway food changes', 'Customers miss the previous food presentation style']",i,"['+', '+', '+', '+']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{""customers of the restaurant's takeaway orders"": '72', 'i': '72'}, {""customers of the restaurant's takeaway orders"": '35', 'i': '12'}, {""customers of the restaurant's takeaway orders"": '12', 'i': '0'}, {""customers of the restaurant's takeaway orders"": '-42', 'i': '-42'}]",39.0,3.95,6.25,4.28,1.96
mild_harm_mild_good,coc_evitable_action_yes_stories,5,"I, an Artist, face a moral dilemma. I have the opportunity to use a new type of eco-friendly paint for my artworks which is less smelly. This paint is slightly less smelly. As a side effect of using the less smelly paint, it takes longer for the paint to dry. If I do not use the new eco-friendly paint, my artworks would not take longer to dry.",1: use the new eco-friendly paint.,"['I use the new eco-friendly paint', 'I smell less paint odor while working', 'Other nearby people smell less paint odor', 'My artworks take longer to dry']",i,"['+', '+', '+', '+']","['+', '+', '+', '-']","['+', '+', '+', '+']","[{'i': '35'}, {'i': '35'}, {'i': '0'}, {'i': '-18'}]",62.0,4.15,5.8,4.238095238095238,2.1904761904761907
mild_harm_mild_good,coc_evitable_action_yes_stories,6,"I, a Lawyer, face a moral dilemma. I have the opportunity to introduce a new software for document automation in my law firm. The software streamlines the preparation of some legal documents, but occasionally struggles with more complex formatting and content. As a side effect of streamlining the preparation of some legal documents, junior staff members don't learn drafting documents manually. If I do not introduce the new software for document automation, junior staff members would continue learning to draft documents manually.",1: introduce the new software for document automation.,"['Legal document preparation at my law firm becomes faster for some documents', 'Junior staff members spend less time drafting documents manually', 'Junior staff members learn manual document drafting less', 'Some complex legal documents contain formatting problems', 'My law firm relies on the new document automation software for preparing some legal documents']",i,"['+', '+', '+', '+', '+']","['+', '+', '-', '-', '+']","['+', '+', '+', '+', '+']","[{'i': '42', 'junior staff members': '35'}, {'i': '12', 'junior staff members': '72'}, {'i': '6', 'junior staff members': '-35'}, {'i': '0', 'junior staff members': '-35'}, {'i': '35', 'junior staff members': '35'}]",11.0,3.35,4.5,4.238095238095238,2.4285714285714284
mild_harm_mild_good,coc_evitable_action_yes_stories,7,"I, a Mechanic, face a moral dilemma. I have the opportunity to use a new, more efficient hydraulic lift in my garage. The new lift helps with the repairs of a small subset of vehicles. As a side effect of helping with the repairs of a small subset of vehicles, the new lift produces a low humming noise, which is distracting to some workers. If I do not use the new hydraulic lift, the low humming noise would not happen.","1: use the new, more efficient hydraulic lift.","['I use the new hydraulic lift', 'Repairs on a small subset of vehicles become more efficient', 'Some workers hear a low humming noise', 'Some workers feel distracted']",i,"['+', '+', '+', '+']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{'i': '12', 'some workers': '12'}, {'i': '0', 'some workers': '15'}, {'i': '0', 'some workers': '5'}, {'i': '0', 'some workers': '-15'}]",48.0,3.7,5.7,4.238095238095238,2.0952380952380953
mild_harm_mild_good,coc_evitable_action_yes_stories,8,"I, a Soldier, face a moral dilemma. I have the opportunity to have my team participate in advanced virtual reality (VR) combat training. The VR training is an somewhat more interesting experience. As a side effect of the somewhat more interesting experience, some soldiers experience short dizziness after extended VR sessions. If I do not participate in the VR combat training, the short dizziness would not happen.",1: participate in the advanced VR combat training.,"['My team participates in advanced virtual reality combat training', 'I experience a somewhat more interesting training experience', 'Some soldiers experience short dizziness after extended VR sessions']",i,"['+', nan, '+']","['+', nan, '-']","['+', nan, '+']","[{'the rest of my team who would not experience short dizziness after extended vr sessions': '72', 'i': '72', '4 soldiers who would experience short dizziness after extended vr sessions': '8'}, {'the rest of my team who would not experience short dizziness after extended vr sessions': '12', '4 soldiers who would experience short dizziness after extended vr sessions': '2'}, {'the rest of my team who would not experience short dizziness after extended vr sessions': '5', 'i': '0', '4 soldiers who would experience short dizziness after extended vr sessions': '-12'}]",29.0,3.4,5.35,4.095238095238095,1.8571428571428572
mild_harm_mild_good,coc_evitable_action_yes_stories,9,"I, a Policeman, face a moral dilemma. I have the opportunity to implement a new digital reporting system for incidents. The system is slightly easier to use. As a side effect of making the reporting system slightly easier to use, the new digital system requires older officers to adapt to new technology, causing frustration. If I do not implement the new digital reporting system, the frustration of older officers would not happen.",1: implement the new digital reporting system.,"['I implement the new digital reporting system', 'Incident reporting becomes slightly easier to use', 'Older officers have to adapt to new technology', 'Older officers experience frustration']",i,"['+', '+', '+', '+']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{'older officers': '-55', 'i': '75'}, {'older officers': '15', 'i': '8'}, {'older officers': '-25', 'i': '8'}, {'older officers': '-68', 'i': '0'}]",43.0,4.0,5.65,3.619047619047619,2.5714285714285716
mild_harm_mild_good,coc_inevitable_action_yes_stories,0,"I, an Architect, face a moral dilemma. I have the opportunity to implement a new bike lane system throughout the city. The new bike lane system encourages residents to cycle more. As a side effect of encouraging residents to cycle more, the implementation of the bike lanes increases the prices for parking cars in the city. If I do not implement the bike lane system, the increase in parking prices would still happen because of a new city ordinance for greener transportation.",1: implement the new bike lane system.,"['The new bike lane system is implemented throughout the city', 'Residents cycle more', 'Parking prices in the city increase']",i,"['+', '+', '-']","['+', '+', '-']","['+', '+', '+']","[{'residents who cycle more': '82', 'residents who do not cycle more': '5', 'i': '12'}, {'residents who cycle more': '78', 'residents who do not cycle more': '5', 'i': '12'}, {'residents who cycle more': '35', 'residents who do not cycle more': '-18', 'i': '-12'}]",28.0,3.85,6.05,4.045454545454546,2.409090909090909
