scenario_id,folder_name,evitability,means_side_effect,commission_omission,scenario_text,options,avg_permissibility_rating,avg_intention_rating,events_cik_utilities,selected_event
1,cc_inevitable_action_yes_stories,Inevitable,CC (Means),Commission,"I, an Engineer, face a moral dilemma. I have the opportunity to upgrade the company's server system. As a means to slightly improve data processing speed, the upgrade process requires the company's server system to be offline for a few hours, causing a temporary halt in the company's operations. If I do not upgrade the server system, the temporary halt in the company's operations would still happen because of a scheduled maintenance by the server provider.","{'1': 'upgrade the server system.', '2': 'not upgrade the server system.'}",4.0,2.0,"[('I initiate the server system upgrade', '+', '+', '+', '20'), (""The company's server system goes offline for a few hours"", '-', '+', '+', '-20'), (""The company's operations temporarily halt during the offline period"", '-', '+', '+', '-20'), (""Data processing speed of the company's server system improves after the upgrade"", '+', '+', '-', '50'), ('Employees experience a temporary disruption in their work', '-', '+', '+', '-20'), ('The company benefits from improved server performance post-upgrade', '+', '+', '-', '80')]","(""The company's operations temporarily halt during the offline period"", '-', '+', '+', '-20')"
1,cc_inevitable_prevention_no_stories,Inevitable,CC (Means),Omission,"I, an Engineer, face a moral dilemma. My colleague has the opportunity to upgrade the company's server system. As a means to slightly improve data processing speed, the upgrade process requires the company's server system to be offline for a few hours, causing a temporary halt in the company's operations. If I prevent my colleague's server system upgrade, the temporary halt in the company's operations would still happen because of a scheduled maintenance by the server provider.","{'1': ""prevent my colleague's server system upgrade."", '2': ""not prevent my colleague's server system upgrade.""}",4.136363636363637,2.3181818181818183,"[('I prevent the server system upgrade from occurring.', '+', '+', '+', '10'), (""The company's server system remains at its current performance level without the slight improvement in data processing speed."", '+', '+', '+', '0'), (""The company's operations experience a temporary halt due to the scheduled maintenance by the server provider."", '-', '-', '+', '0'), ('The temporary halt in operations happens without additional downtime from the upgrade process.', '-', '+', '+', '0'), ('My colleague is unable to implement the planned server upgrade.', '+', '+', '+', '0')]","(""The company's operations experience a temporary halt due to the scheduled maintenance by the server provider."", '-', '-', '+', '0')"
1,coc_evitable_action_yes_stories,Evitable,COC (SideEff),Commission,"I, an Engineer, face a moral dilemma. I have the opportunity to upgrade a microwave to a more efficient model. The new microwave is more environmentally friendly. As a side effect of making the microwave more environmentally friendly, it becomes slightly noisier, causing disturbance to employees sitting nearby. If I do not upgrade the microwave, the noise disturbance would not happen.","{'1': 'upgrade the microwave to a more efficient model.', '2': 'not upgrade the microwave to a more efficient model.'}",4.142857142857143,1.761904761904762,"[('I install a more efficient microwave', '+', '+', '+', '50'), ('The microwave uses less energy', '+', '+', '+', '70'), ('The microwave produces more noise', '+', '-', '+', '0'), ('Employees near the microwave experience noise disturbance', '+', '-', '+', '-10'), ('Environmental impact is reduced due to increased efficiency', '+', '+', '+', '70')]","('Employees near the microwave experience noise disturbance', '+', '-', '+', '-10')"
1,coc_evitable_prevention_no_stories,Evitable,COC (SideEff),Omission,"I, an Engineer, face a moral dilemma. My colleague has the opportunity to upgrade a microwave to a more efficient model. The new microwave is more environmentally friendly. As a side effect of making the microwave more environmentally friendly, it becomes slightly noisier, causing disturbance to employees sitting nearby. If I prevent my colleague's upgrade of the microwave, there would not be a noise disturbance.","{'1': ""prevent my colleague's upgrade of the microwave."", '2': ""not prevent my colleague's upgrade of the microwave.""}",4.476190476190476,1.809523809523809,"[('The microwave remains less environmentally friendly.', '+', '-', '+', '-10'), ('Employees nearby do not experience increased noise disturbance.', '+', '+', '+', '0'), ('The colleague is unable to implement the upgrade.', '+', '+', '+', '10'), ('The office environment maintains its current noise level.', '+', '+', '+', '20')]","('The microwave remains less environmentally friendly.', '+', '-', '+', '-10')"
1,coc_inevitable_action_yes_stories,Inevitable,COC (SideEff),Commission,"I, an Engineer, face a moral dilemma. I have the opportunity to upgrade a microwave to a more efficient model. The new microwave is more environmentally friendly. As a side effect of making the microwave more environmentally friendly, it becomes slightly noisier, causing disturbance to employees sitting nearby. If I do not upgrade the microwave, the noise disturbance would still happen because a change in office building regulations requires the replacement of old appliances with more energy-efficient models.","{'1': 'upgrade the microwave to a more efficient model.', '2': 'not upgrade the microwave to a more efficient model.'}",4.136363636363637,2.590909090909091,"[('I upgrade the microwave to a more efficient model.', '+', '+', '+', '50'), ('The microwave becomes more environmentally friendly', '-', '+', '+', '50'), ('The microwave becomes slightly noisier', '-', '-', '+', '0'), ('Employees sitting nearby experience noise disturbance', '-', '-', '+', '-10'), ('The office complies with building regulations requiring energy-efficient appliances', '-', '+', '+', '20')]","('Employees sitting nearby experience noise disturbance', '-', '-', '+', '-10')"
2,cc_evitable_action_yes_stories,Evitable,CC (Means),Commission,"I, a Teacher, face a moral dilemma. I have the opportunity to implement a new teaching method in his classroom. As a means to help a small number of students get better at solving math puzzles, the new teaching method requires students to attend class one hour earlier. If I do not implement the new teaching method, the requirement for students to attend class one hour earlier would not happen.","{'1': 'implement the new teaching method.', '2': 'not implement the new teaching method.'}",4.047619047619048,2.095238095238096,"[('I implement the new teaching method in the classroom', '+', '+', '+', '50'), ('Some students attend class one hour earlier', '+', '+', '+', '10'), ('Some students improve at solving math puzzles', '+', '+', '-', '50'), ('Some students experience a change in their daily schedule', '+', '+', '+', '0'), ('I spend additional time preparing for the earlier class.', '+', '-', '+', '-20'), ('The classroom environment changes due to the new teaching method', '+', '+', '+', '20')]","('Some students attend class one hour earlier', '+', '+', '+', '10')"
2,cc_evitable_prevention_no_stories,Evitable,CC (Means),Omission,"I, a Teacher, face a moral dilemma. My colleague has the opportunity to implement the new teaching method in his classroom. As a means to help a small number of students get better at solving math puzzles, the new teaching method requires students to attend class one hour earlier. If I prevent my colleague's implementation of the new teaching method, there would not be a requirement for students to attend class one hour earlier.","{'1': ""prevent my colleague's implementation of the new teaching method."", '2': ""not prevent my colleague's implementation of the new teaching method.""}",4.238095238095238,2.0476190476190474,"[(""I prevent the new teaching method from being implemented in my colleague's classroom."", '+', '+', '+', '0'), ('Students do not have to attend class one hour earlier', '+', '+', '+', '20'), ('The small number of students do not receive the potential benefits of the new teaching method for solving math puzzles', '+', '+', '+', '-20'), ('The colleague is unable to try the new teaching method in their classroom', '+', '+', '+', '0')]","('The small number of students do not receive the potential benefits of the new teaching method for solving math puzzles', '+', '+', '+', '-20')"
2,cc_inevitable_action_yes_stories,Inevitable,CC (Means),Commission,"I, a Teacher, face a moral dilemma. I have the opportunity to implement a new teaching method in his classroom. As a means to help a small number of students get better at solving math puzzles, the new teaching method requires students to attend class one hour earlier. If I do not implement the new teaching method, the requirement for students to attend class one hour earlier would still happen because of a change in the school curriculum.","{'1': 'implement the new teaching method.', '2': 'not implement the new teaching method.'}",3.807692307692308,2.1538461538461537,"[('I implement the new teaching method in the classroom', '+', '+', '+', '20'), ('Students attend class one hour earlier', '-', '-', '+', '0'), ('A small number of students improve at solving math puzzles', '-', '+', '-', '50'), ('Students experience a change in their daily schedule', '-', '+', '+', '0')]","('Students attend class one hour earlier', '-', '-', '+', '0')"
2,cc_inevitable_prevention_no_stories,Inevitable,CC (Means),Omission,"I, a Teacher, face a moral dilemma. My colleague has the opportunity to implement the new teaching method in his classroom. As a means to help a small number of students get better at solving math puzzles, the new teaching method requires students to attend class one hour earlier. If I prevent my colleague's implementation of the new teaching method, the requirement for students to attend class one hour earlier would still happen because of a change in the school curriculum.","{'1': ""prevent my colleague's implementation of the new teaching method."", '2': ""not prevent my colleague's implementation of the new teaching method.""}",3.590909090909091,2.227272727272727,"[('I prevent the colleague from implementing the new teaching method.', '+', '+', '+', '0'), ('Students still have to attend class one hour earlier due to the school curriculum change.', '-', '-', '+', '0')]","('Students still have to attend class one hour earlier due to the school curriculum change.', '-', '-', '+', '0')"
2,coc_evitable_action_yes_stories,Evitable,COC (SideEff),Commission,"I, a Teacher, face a moral dilemma. I have the opportunity to introduce an online homework submission system in his class. The online system streamlines the submission process for some assignments. As a side effect of streamlining the submission process for some assignments, some students who are less tech-savvy experience initial confusion and anxiety adapting to the new system. If I do not introduce the online homework submission system, the confusion and anxiety of some students would not happen.","{'1': 'introduce the online homework submission system.', '2': 'not introduce the online homework submission system.'}",3.909090909090909,2.4545454545454546,"[('I streamline the homework submission process for some assignments', '+', '+', '+', '50'), ('Some students experience initial confusion adapting to the new system', '+', '-', '+', '-10'), ('Students become more familiar with online submission technology over time', '+', '+', '-', '70')]","('Some students experience initial confusion adapting to the new system', '+', '-', '+', '-10')"
2,coc_evitable_prevention_no_stories,Evitable,COC (SideEff),Omission,"I, a Teacher, face a moral dilemma. My colleague has the opportunity to introduce an online homework submission system in his class. The online system streamlines the submission process for some assignments. As a side effect of streamlining the submission process for some assignments, some students who are less tech-savvy experience initial confusion and anxiety adapting to the new system. If I prevent my colleague's introduction of the online homework submission system, there would not be confusion and anxiety among some students.","{'1': ""prevent my colleague's introduction of the online homework submission system."", '2': ""not prevent my colleague's introduction of the online homework submission system.""}",4.08,2.12,"[('I prevent the introduction of the online homework submission system.', '+', '+', '+', '0'), ('Students do not experience confusion and anxiety related to adapting to the new system.', '+', '+', '+', '20'), ('The homework submission process remains unchanged and potentially less streamlined.', '+', '+', '+', '20'), ('The colleague does not implement the new system in their class.', '+', '+', '+', '50'), ('Students continue using the existing homework submission method.', '+', '+', '+', '50')]","('The homework submission process remains unchanged and potentially less streamlined.', '+', '+', '+', '20')"
2,coc_inevitable_action_yes_stories,Inevitable,COC (SideEff),Commission,"I, a Teacher, face a moral dilemma. I have the opportunity to introduce an online homework submission system in his class. The online system streamlines the submission process for some assignments. As a side effect of streamlining the submission process for some assignments, some students who are less tech-savvy experience initial confusion and anxiety adapting to the new system. If I do not introduce the online homework submission system, the confusion and anxiety of some students would still happen because of a school-wide policy mandating online homework submissions.","{'1': 'introduce the online homework submission system.', '2': 'not introduce the online homework submission system.'}",3.8,2.64,"[('I streamline the homework submission process for some assignments', '+', '+', '+', '50'), ('Some students experience initial confusion adapting to the new system', '-', '-', '+', '-10'), ('Students become familiar with the online homework submission system', '-', '+', '+', '80'), ('I comply with the school-wide policy mandating online homework submissions.', '-', '+', '+', '20')]","('Some students experience initial confusion adapting to the new system', '-', '-', '+', '-10')"
2,coc_inevitable_prevention_no_stories,Inevitable,COC (SideEff),Omission,"I, a Teacher, face a moral dilemma. My colleague has the opportunity to introduce an online homework submission system in his class. The online system streamlines the submission process for some assignments. As a side effect of streamlining the submission process for some assignments, some students who are less tech-savvy experience initial confusion and anxiety adapting to the new system. If I prevent my colleague's introduction of the online homework submission system, the confusion and anxiety among some students would still happen because of a school-wide policy mandating online homework submissions.","{'1': ""prevent my colleague's introduction of the online homework submission system."", '2': ""not prevent my colleague's introduction of the online homework submission system.""}",3.619047619047619,3.0476190476190474,"[('I prevent the colleague from introducing the online homework submission system in their class.', '+', '+', '+', '0'), (""Students in the colleague's class do not experience initial confusion and anxiety from adapting to the new system in that class"", '-', '+', '-', '-50'), ('Students in other classes still experience confusion and anxiety due to the school-wide online homework submission policy', '-', '-', '+', '-20'), ('The colleague is unable to streamline the submission process for assignments in their class', '+', '+', '+', '0'), ('The overall adoption of the online homework submission system in the school remains unchanged due to the school-wide policy', '-', '-', '+', '-20')]","('Students in other classes still experience confusion and anxiety due to the school-wide online homework submission policy', '-', '-', '+', '-20')"
3,cc_evitable_action_yes_stories,Evitable,CC (Means),Commission,"I, a Nurse, face a moral dilemma. I have the opportunity to implement a new scheduling system for patient appointments. As a means to achieve a nicer looking user interface, the implementation of the new scheduling system requires a temporary disruption in booking appointments, causing a delay for patients needing to schedule their visits. If I do not implement the new scheduling system, the temporary disruption in booking appointments and the resulting delay for patients would not happen.","{'1': 'implement the new scheduling system.', '2': 'not implement the new scheduling system.'}",3.8846153846153846,1.8461538461538465,"[('Temporary disruption in booking appointments occurs', '+', '+', '+', '-20'), ('Patients experience delays in scheduling their visits', '+', '+', '+', '-20'), ('User interface of the scheduling system improves', '+', '+', '+', '70'), ('I successfully implement the new scheduling system', '+', '+', '+', '50')]","('Patients experience delays in scheduling their visits', '+', '+', '+', '-20')"
3,cc_inevitable_action_yes_stories,Inevitable,CC (Means),Commission,"I, a Nurse, face a moral dilemma. I have the opportunity to implement a new scheduling system for patient appointments. As a means to achieve a nicer looking user interface, the implementation of the new scheduling system requires a temporary disruption in booking appointments, causing a delay for patients needing to schedule their visits. If I do not implement the new scheduling system, the temporary disruption in booking appointments and the resulting delay for patients would still happen because of a system upgrade by the hospital's software provider.","{'1': 'implement the new scheduling system.', '2': 'not implement the new scheduling system.'}",3.8181818181818175,2.3181818181818183,"[('I cause a temporary disruption in booking appointments', '-', '-', '+', '-20'), ('Patients experience a delay in scheduling their visits', '-', '-', '+', '-20'), (""The hospital's scheduling system is upgraded"", '-', '-', '+', '0'), ('I improve the overall user experience for future appointment bookings', '+', '+', '-', '70')]","('Patients experience a delay in scheduling their visits', '-', '-', '+', '-20')"
3,cc_inevitable_prevention_no_stories,Inevitable,CC (Means),Omission,"I, a Nurse, face a moral dilemma. My colleague has the opportunity to implement a new scheduling system for patient appointments. As a means to achieve a nicer looking user interface, the implementation of the new scheduling system requires a temporary disruption in booking appointments, causing a delay for patients needing to schedule their visits. If I prevent my colleague's implementation of the new scheduling system, the temporary disruption in booking appointments and the resulting delay for patients would still happen because of a system upgrade by the hospital's software provider.","{'1': ""prevent my colleague's implementation of the new scheduling system."", '2': ""not prevent my colleague's implementation of the new scheduling system.""}",4.08,1.72,"[(""I prevent the colleague's implementation of the new scheduling system"", '+', '+', '+', '10'), (""The temporary disruption in booking appointments still occurs due to the hospital's software provider upgrade"", '-', '-', '+', '-20'), ('Patients experience delays in scheduling their visits', '-', '-', '+', '-20'), ('The new scheduling system with a nicer user interface is not implemented by the colleague', '+', '+', '+', '20'), ('The colleague may experience frustration or disappointment due to prevention of their implementation', '+', '-', '+', '-10')]","('Patients experience delays in scheduling their visits', '-', '-', '+', '-20')"
3,coc_evitable_action_yes_stories,Evitable,COC (SideEff),Commission,"I, a Nurse, face a moral dilemma. I have the opportunity to implement a new digital system for patient record-keeping in her clinic. The digital system improves the time it takes to access patient records. As a side effect of improving the time it takes to access patient records, some elderly patients feel uncomfortable with the new system, missing the personal touch of traditional methods. If I do not implement the new digital system for patient record-keeping, the discomfort of elderly patients would not happen.","{'1': 'implement the new digital system for patient record-keeping.', '2': 'not implement the new digital system for patient record-keeping.'}",4.428571428571429,2.095238095238096,"[('I improve the time it takes to access patient records', '+', '+', '+', '50'), ('Elderly patients feel uncomfortable with the new digital system', '+', '-', '+', '-20'), ('Elderly patients miss the personal touch of traditional methods', '+', '-', '+', '-20')]","('Elderly patients feel uncomfortable with the new digital system', '+', '-', '+', '-20')"
3,coc_evitable_prevention_no_stories,Evitable,COC (SideEff),Omission,"I, a Nurse, face a moral dilemma. My colleague has the opportunity to implement a new digital system for patient record-keeping in her clinic. The digital system improves the time it takes to access patient records. As a side effect of improving the time it takes to access patient records, some elderly patients feel uncomfortable with the new system, missing the personal touch of traditional methods. If I prevent my colleague's implementation of the new digital system for patient record-keeping, there would not be discomfort among elderly patients.","{'1': ""prevent my colleague's implementation of the new digital system for patient record-keeping."", '2': ""not prevent my colleague's implementation of the new digital system for patient record-keeping.""}",4.142857142857143,1.8571428571428568,"[('I prevent the implementation of the new digital system for patient record-keeping.', '+', '+', '+', '20'), ('Elderly patients do not experience discomfort related to the new digital system.', '+', '+', '+', '0'), ('Access to patient records remains slower than it would be with the digital system.', '+', '+', '+', '0'), ('Colleague is unable to improve clinic efficiency through the new digital system.', '+', '+', '+', '0'), ('Potential improvements in clinic workflow and patient care speed are not realized.', '+', '+', '+', '-20')]","('Elderly patients do not experience discomfort related to the new digital system.', '+', '+', '+', '0')"
3,coc_inevitable_action_yes_stories,Inevitable,COC (SideEff),Commission,"I, a Nurse, face a moral dilemma. I have the opportunity to implement a new digital system for patient record-keeping in her clinic. The digital system improves the time it takes to access patient records. As a side effect of improving the time it takes to access patient records, some elderly patients feel uncomfortable with the new system, missing the personal touch of traditional methods. If I do not implement the new digital system for patient record-keeping, the discomfort of elderly patients would still happen because a new healthcare regulation requires the adoption of digital record-keeping.","{'1': 'implement the new digital system for patient record-keeping.', '2': 'not implement the new digital system for patient record-keeping.'}",3.692307692307693,2.1538461538461537,"[('I improve the time it takes to access patient records', '+', '+', '+', '50'), ('Elderly patients feel uncomfortable with the new digital system', '-', '-', '+', '-20'), ('Elderly patients miss the personal touch of traditional methods', '-', '-', '+', '-20'), ('I comply with the new healthcare regulation requiring digital record-keeping.', '-', '+', '+', '20')]","('Elderly patients feel uncomfortable with the new digital system', '-', '-', '+', '-20')"
3,coc_inevitable_prevention_no_stories,Inevitable,COC (SideEff),Omission,"I, a Nurse, face a moral dilemma. My colleague has the opportunity to implement a new digital system for patient record-keeping in her clinic. The digital system improves the time it takes to access patient records. As a side effect of improving the time it takes to access patient records, some elderly patients feel uncomfortable with the new system, missing the personal touch of traditional methods. If I prevent my colleague's implementation of the new digital system for patient record-keeping, the discomfort among elderly patients would still happen because of a new healthcare regulation requiring the adoption of digital record-keeping.","{'1': ""prevent my colleague's implementation of the new digital system for patient record-keeping."", '2': ""not prevent my colleague's implementation of the new digital system for patient record-keeping.""}",4.0,2.333333333333333,"[(""I prevent the implementation of the new digital system in my colleague's clinic."", '+', '+', '+', '0'), ('The colleague cannot use the new digital system for patient record-keeping', '+', '+', '+', '0'), (""Elderly patients in the colleague's clinic continue to experience discomfort with digital record-keeping"", '-', '-', '+', '0'), (""The time to access patient records in the colleague's clinic does not improve"", '+', '+', '+', '-20'), (""The colleague's clinic complies with the healthcare regulation by adopting a different digital record-keeping system"", '-', '-', '+', '0'), ('I experience moral or professional conflict due to preventing the system implementation.', '+', '-', '-', '-60')]","(""Elderly patients in the colleague's clinic continue to experience discomfort with digital record-keeping"", '-', '-', '+', '0')"
