table_id,original_scenario_id,severity,evitability,causal,choice,c_plus_pct,i_plus_pct,num_events,condition
92,15,Mild,Evitable,CC,2,100.00,75.00,4,cc_evitable_prevention_no_stories
93,16,Mild,Evitable,CC,1,100.00,66.67,6,cc_evitable_prevention_no_stories
94,16,Mild,Evitable,CC,2,100.00,66.67,6,cc_evitable_prevention_no_stories
95,17,Mild,Evitable,CC,1,100.00,100.00,6,cc_evitable_prevention_no_stories
96,17,Mild,Evitable,CC,2,100.00,80.00,5,cc_evitable_prevention_no_stories
97,18,Mild,Evitable,CC,1,100.00,80.00,5,cc_evitable_prevention_no_stories
98,18,Mild,Evitable,CC,2,100.00,100.00,4,cc_evitable_prevention_no_stories
99,19,Mild,Evitable,CC,1,50.00,0.00,2,cc_evitable_prevention_no_stories
100,19,Mild,Evitable,CC,2,25.00,0.00,4,cc_evitable_prevention_no_stories
101,20,Mild,Evitable,CC,1,100.00,100.00,5,cc_evitable_prevention_no_stories
102,20,Mild,Evitable,CC,2,100.00,100.00,4,cc_evitable_prevention_no_stories
103,21,Mild,Evitable,CC,1,100.00,80.00,5,cc_evitable_prevention_no_stories
104,21,Mild,Evitable,CC,2,100.00,100.00,4,cc_evitable_prevention_no_stories
105,22,Mild,Evitable,CC,1,100.00,100.00,5,cc_evitable_prevention_no_stories
106,22,Mild,Evitable,CC,2,100.00,100.00,4,cc_evitable_prevention_no_stories
107,23,Mild,Evitable,CC,1,100.00,80.00,5,cc_evitable_prevention_no_stories
108,23,Mild,Evitable,CC,2,100.00,100.00,5,cc_evitable_prevention_no_stories
109,24,Mild,Evitable,CC,1,100.00,80.00,5,cc_evitable_prevention_no_stories
110,24,Mild,Evitable,CC,2,100.00,100.00,5,cc_evitable_prevention_no_stories
111,25,Mild,Evitable,CC,1,100.00,80.00,5,cc_evitable_prevention_no_stories
112,25,Mild,Evitable,CC,2,83.33,66.67,6,cc_evitable_prevention_no_stories
113,26,Mild,Evitable,CC,1,100.00,100.00,5,cc_evitable_prevention_no_stories
114,26,Mild,Evitable,CC,2,100.00,100.00,6,cc_evitable_prevention_no_stories
115,27,Mild,Evitable,CC,1,100.00,100.00,5,cc_evitable_prevention_no_stories
116,27,Mild,Evitable,CC,2,100.00,100.00,4,cc_evitable_prevention_no_stories
117,28,Mild,Evitable,CC,1,100.00,100.00,5,cc_evitable_prevention_no_stories
118,28,Mild,Evitable,CC,2,100.00,100.00,5,cc_evitable_prevention_no_stories
119,29,Mild,Evitable,CC,1,100.00,80.00,5,cc_evitable_prevention_no_stories
120,29,Mild,Evitable,CC,2,100.00,100.00,5,cc_evitable_prevention_no_stories
121,0,Mild,Inevitable,CC,1,50.00,66.67,6,cc_inevitable_action_yes_stories
122,0,Mild,Inevitable,CC,2,20.00,20.00,5,cc_inevitable_action_yes_stories
123,1,Mild,Inevitable,CC,1,0.00,0.00,0,cc_inevitable_action_yes_stories
124,1,Mild,Inevitable,CC,2,0.00,0.00,0,cc_inevitable_action_yes_stories
125,2,Mild,Inevitable,CC,1,25.00,75.00,4,cc_inevitable_action_yes_stories
126,2,Mild,Inevitable,CC,2,60.00,80.00,5,cc_inevitable_action_yes_stories
127,3,Mild,Inevitable,CC,1,25.00,25.00,4,cc_inevitable_action_yes_stories
128,3,Mild,Inevitable,CC,2,25.00,25.00,4,cc_inevitable_action_yes_stories
129,4,Mild,Inevitable,CC,1,50.00,100.00,4,cc_inevitable_action_yes_stories
130,4,Mild,Inevitable,CC,2,60.00,80.00,5,cc_inevitable_action_yes_stories
131,5,Mild,Inevitable,CC,1,0.00,0.00,0,cc_inevitable_action_yes_stories
132,5,Mild,Inevitable,CC,2,0.00,0.00,0,cc_inevitable_action_yes_stories
133,6,Mild,Inevitable,CC,1,66.67,66.67,3,cc_inevitable_action_yes_stories
134,6,Mild,Inevitable,CC,2,80.00,80.00,5,cc_inevitable_action_yes_stories
135,7,Mild,Inevitable,CC,1,40.00,60.00,5,cc_inevitable_action_yes_stories
136,7,Mild,Inevitable,CC,2,60.00,60.00,5,cc_inevitable_action_yes_stories
137,8,Mild,Inevitable,CC,1,0.00,0.00,0,cc_inevitable_action_yes_stories
138,8,Mild,Inevitable,CC,2,0.00,0.00,0,cc_inevitable_action_yes_stories
139,9,Mild,Inevitable,CC,1,0.00,0.00,0,cc_inevitable_action_yes_stories
140,9,Mild,Inevitable,CC,2,0.00,0.00,0,cc_inevitable_action_yes_stories
141,10,Mild,Inevitable,CC,1,0.00,50.00,2,cc_inevitable_action_yes_stories
142,10,Mild,Inevitable,CC,2,0.00,0.00,0,cc_inevitable_action_yes_stories
143,11,Mild,Inevitable,CC,1,0.00,0.00,0,cc_inevitable_action_yes_stories
144,11,Mild,Inevitable,CC,2,0.00,0.00,0,cc_inevitable_action_yes_stories
145,12,Mild,Inevitable,CC,1,40.00,60.00,5,cc_inevitable_action_yes_stories
146,12,Mild,Inevitable,CC,2,40.00,80.00,5,cc_inevitable_action_yes_stories
147,13,Mild,Inevitable,CC,1,0.00,0.00,0,cc_inevitable_action_yes_stories
148,13,Mild,Inevitable,CC,2,0.00,0.00,0,cc_inevitable_action_yes_stories
149,14,Mild,Inevitable,CC,1,80.00,100.00,5,cc_inevitable_action_yes_stories
150,14,Mild,Inevitable,CC,2,66.67,83.33,6,cc_inevitable_action_yes_stories
151,15,Mild,Inevitable,CC,1,40.00,40.00,5,cc_inevitable_action_yes_stories
152,15,Mild,Inevitable,CC,2,40.00,40.00,5,cc_inevitable_action_yes_stories
153,16,Mild,Inevitable,CC,1,66.67,83.33,6,cc_inevitable_action_yes_stories
154,16,Mild,Inevitable,CC,2,60.00,80.00,5,cc_inevitable_action_yes_stories
155,17,Mild,Inevitable,CC,1,50.00,75.00,4,cc_inevitable_action_yes_stories
156,17,Mild,Inevitable,CC,2,75.00,75.00,4,cc_inevitable_action_yes_stories
157,18,Mild,Inevitable,CC,1,60.00,100.00,5,cc_inevitable_action_yes_stories
158,18,Mild,Inevitable,CC,2,40.00,60.00,5,cc_inevitable_action_yes_stories
159,19,Mild,Inevitable,CC,1,100.00,80.00,5,cc_inevitable_action_yes_stories
160,19,Mild,Inevitable,CC,2,100.00,60.00,5,cc_inevitable_action_yes_stories
161,20,Mild,Inevitable,CC,1,50.00,100.00,6,cc_inevitable_action_yes_stories
162,20,Mild,Inevitable,CC,2,80.00,80.00,5,cc_inevitable_action_yes_stories
163,21,Mild,Inevitable,CC,1,0.00,0.00,0,cc_inevitable_action_yes_stories
164,21,Mild,Inevitable,CC,2,0.00,0.00,0,cc_inevitable_action_yes_stories
165,22,Mild,Inevitable,CC,1,50.00,75.00,4,cc_inevitable_action_yes_stories
166,22,Mild,Inevitable,CC,2,25.00,50.00,4,cc_inevitable_action_yes_stories
167,23,Mild,Inevitable,CC,1,80.00,80.00,5,cc_inevitable_action_yes_stories
168,23,Mild,Inevitable,CC,2,80.00,80.00,5,cc_inevitable_action_yes_stories
169,24,Mild,Inevitable,CC,1,40.00,60.00,5,cc_inevitable_action_yes_stories
170,24,Mild,Inevitable,CC,2,60.00,60.00,5,cc_inevitable_action_yes_stories
171,25,Mild,Inevitable,CC,1,80.00,80.00,5,cc_inevitable_action_yes_stories
172,25,Mild,Inevitable,CC,2,83.33,66.67,6,cc_inevitable_action_yes_stories
173,26,Mild,Inevitable,CC,1,50.00,100.00,6,cc_inevitable_action_yes_stories
174,26,Mild,Inevitable,CC,2,40.00,60.00,5,cc_inevitable_action_yes_stories
175,27,Mild,Inevitable,CC,1,60.00,100.00,5,cc_inevitable_action_yes_stories
176,27,Mild,Inevitable,CC,2,40.00,40.00,5,cc_inevitable_action_yes_stories
177,28,Mild,Inevitable,CC,1,66.67,100.00,6,cc_inevitable_action_yes_stories
178,28,Mild,Inevitable,CC,2,14.29,42.86,7,cc_inevitable_action_yes_stories
179,29,Mild,Inevitable,CC,1,50.00,100.00,6,cc_inevitable_action_yes_stories
180,29,Mild,Inevitable,CC,2,40.00,80.00,5,cc_inevitable_action_yes_stories
181,0,Mild,Inevitable,CC,1,50.00,50.00,6,cc_inevitable_prevention_no_stories
182,0,Mild,Inevitable,CC,2,0.00,66.67,6,cc_inevitable_prevention_no_stories
183,1,Mild,Inevitable,CC,1,60.00,80.00,5,cc_inevitable_prevention_no_stories
184,1,Mild,Inevitable,CC,2,40.00,80.00,5,cc_inevitable_prevention_no_stories
185,2,Mild,Inevitable,CC,1,50.00,50.00,2,cc_inevitable_prevention_no_stories
186,2,Mild,Inevitable,CC,2,33.33,66.67,6,cc_inevitable_prevention_no_stories
187,3,Mild,Inevitable,CC,1,60.00,40.00,5,cc_inevitable_prevention_no_stories
188,3,Mild,Inevitable,CC,2,20.00,40.00,5,cc_inevitable_prevention_no_stories
189,4,Mild,Inevitable,CC,1,83.33,66.67,6,cc_inevitable_prevention_no_stories
190,4,Mild,Inevitable,CC,2,40.00,40.00,5,cc_inevitable_prevention_no_stories
191,5,Mild,Inevitable,CC,1,60.00,80.00,5,cc_inevitable_prevention_no_stories
192,5,Mild,Inevitable,CC,2,40.00,60.00,5,cc_inevitable_prevention_no_stories
193,6,Mild,Inevitable,CC,1,66.67,50.00,6,cc_inevitable_prevention_no_stories
194,6,Mild,Inevitable,CC,2,33.33,83.33,6,cc_inevitable_prevention_no_stories
195,7,Mild,Inevitable,CC,1,60.00,60.00,5,cc_inevitable_prevention_no_stories
196,7,Mild,Inevitable,CC,2,40.00,40.00,5,cc_inevitable_prevention_no_stories
197,8,Mild,Inevitable,CC,1,57.14,57.14,7,cc_inevitable_prevention_no_stories
198,8,Mild,Inevitable,CC,2,16.67,66.67,6,cc_inevitable_prevention_no_stories
199,9,Mild,Inevitable,CC,1,40.00,20.00,5,cc_inevitable_prevention_no_stories
200,9,Mild,Inevitable,CC,2,20.00,80.00,5,cc_inevitable_prevention_no_stories
201,10,Mild,Inevitable,CC,1,40.00,60.00,5,cc_inevitable_prevention_no_stories
202,10,Mild,Inevitable,CC,2,40.00,40.00,5,cc_inevitable_prevention_no_stories
203,11,Mild,Inevitable,CC,1,50.00,37.50,8,cc_inevitable_prevention_no_stories
204,11,Mild,Inevitable,CC,2,0.00,40.00,5,cc_inevitable_prevention_no_stories
205,12,Mild,Inevitable,CC,1,57.14,42.86,7,cc_inevitable_prevention_no_stories
206,12,Mild,Inevitable,CC,2,40.00,40.00,5,cc_inevitable_prevention_no_stories
207,13,Mild,Inevitable,CC,1,40.00,40.00,5,cc_inevitable_prevention_no_stories
208,13,Mild,Inevitable,CC,2,20.00,40.00,5,cc_inevitable_prevention_no_stories
209,14,Mild,Inevitable,CC,1,62.50,50.00,8,cc_inevitable_prevention_no_stories
210,14,Mild,Inevitable,CC,2,50.00,100.00,6,cc_inevitable_prevention_no_stories
211,15,Mild,Inevitable,CC,1,40.00,20.00,5,cc_inevitable_prevention_no_stories
212,15,Mild,Inevitable,CC,2,40.00,40.00,5,cc_inevitable_prevention_no_stories
213,16,Mild,Inevitable,CC,1,66.67,66.67,6,cc_inevitable_prevention_no_stories
214,16,Mild,Inevitable,CC,2,0.00,60.00,5,cc_inevitable_prevention_no_stories
215,17,Mild,Inevitable,CC,1,80.00,40.00,5,cc_inevitable_prevention_no_stories
216,17,Mild,Inevitable,CC,2,60.00,60.00,5,cc_inevitable_prevention_no_stories
217,18,Mild,Inevitable,CC,1,60.00,60.00,5,cc_inevitable_prevention_no_stories
218,18,Mild,Inevitable,CC,2,50.00,75.00,4,cc_inevitable_prevention_no_stories
219,19,Mild,Inevitable,CC,1,60.00,100.00,5,cc_inevitable_prevention_no_stories
220,19,Mild,Inevitable,CC,2,40.00,40.00,5,cc_inevitable_prevention_no_stories
221,20,Mild,Inevitable,CC,1,60.00,40.00,5,cc_inevitable_prevention_no_stories
222,20,Mild,Inevitable,CC,2,60.00,40.00,5,cc_inevitable_prevention_no_stories
223,21,Mild,Inevitable,CC,1,60.00,60.00,5,cc_inevitable_prevention_no_stories
224,21,Mild,Inevitable,CC,2,50.00,75.00,4,cc_inevitable_prevention_no_stories
225,22,Mild,Inevitable,CC,1,50.00,50.00,4,cc_inevitable_prevention_no_stories
226,22,Mild,Inevitable,CC,2,40.00,60.00,5,cc_inevitable_prevention_no_stories
227,23,Mild,Inevitable,CC,1,83.33,66.67,6,cc_inevitable_prevention_no_stories
228,23,Mild,Inevitable,CC,2,60.00,80.00,5,cc_inevitable_prevention_no_stories
229,24,Mild,Inevitable,CC,1,75.00,50.00,4,cc_inevitable_prevention_no_stories
230,24,Mild,Inevitable,CC,2,40.00,60.00,5,cc_inevitable_prevention_no_stories
231,25,Mild,Inevitable,CC,1,75.00,37.50,8,cc_inevitable_prevention_no_stories
232,25,Mild,Inevitable,CC,2,71.43,71.43,7,cc_inevitable_prevention_no_stories
233,26,Mild,Inevitable,CC,1,80.00,80.00,5,cc_inevitable_prevention_no_stories
234,26,Mild,Inevitable,CC,2,60.00,100.00,5,cc_inevitable_prevention_no_stories
235,27,Mild,Inevitable,CC,1,50.00,50.00,4,cc_inevitable_prevention_no_stories
236,27,Mild,Inevitable,CC,2,66.67,100.00,6,cc_inevitable_prevention_no_stories
237,28,Mild,Inevitable,CC,1,28.57,57.14,7,cc_inevitable_prevention_no_stories
238,28,Mild,Inevitable,CC,2,40.00,60.00,5,cc_inevitable_prevention_no_stories
239,29,Mild,Inevitable,CC,1,80.00,60.00,5,cc_inevitable_prevention_no_stories
240,29,Mild,Inevitable,CC,2,0.00,80.00,5,cc_inevitable_prevention_no_stories
241,0,Mild,Evitable,COC,1,100.00,88.89,9,coc_evitable_action_yes_stories
242,0,Mild,Evitable,COC,2,100.00,87.50,8,coc_evitable_action_yes_stories
243,1,Mild,Evitable,COC,1,100.00,60.00,5,coc_evitable_action_yes_stories
244,1,Mild,Evitable,COC,2,100.00,100.00,4,coc_evitable_action_yes_stories
245,2,Mild,Evitable,COC,1,100.00,66.67,3,coc_evitable_action_yes_stories
246,2,Mild,Evitable,COC,2,100.00,75.00,4,coc_evitable_action_yes_stories
247,3,Mild,Evitable,COC,1,100.00,33.33,3,coc_evitable_action_yes_stories
248,3,Mild,Evitable,COC,2,100.00,100.00,5,coc_evitable_action_yes_stories
249,4,Mild,Evitable,COC,1,100.00,50.00,4,coc_evitable_action_yes_stories
250,4,Mild,Evitable,COC,2,100.00,80.00,5,coc_evitable_action_yes_stories
251,5,Mild,Evitable,COC,1,0.00,0.00,0,coc_evitable_action_yes_stories
252,5,Mild,Evitable,COC,2,0.00,0.00,0,coc_evitable_action_yes_stories
253,6,Mild,Evitable,COC,1,100.00,75.00,4,coc_evitable_action_yes_stories
254,6,Mild,Evitable,COC,2,100.00,100.00,6,coc_evitable_action_yes_stories
255,7,Mild,Evitable,COC,1,100.00,50.00,4,coc_evitable_action_yes_stories
256,7,Mild,Evitable,COC,2,100.00,100.00,5,coc_evitable_action_yes_stories
257,8,Mild,Evitable,COC,1,100.00,66.67,3,coc_evitable_action_yes_stories
258,8,Mild,Evitable,COC,2,100.00,75.00,4,coc_evitable_action_yes_stories
259,9,Mild,Evitable,COC,1,100.00,60.00,5,coc_evitable_action_yes_stories
260,9,Mild,Evitable,COC,2,100.00,100.00,4,coc_evitable_action_yes_stories
261,10,Mild,Evitable,COC,1,100.00,60.00,5,coc_evitable_action_yes_stories
262,10,Mild,Evitable,COC,2,100.00,80.00,5,coc_evitable_action_yes_stories
263,11,Mild,Evitable,COC,1,0.00,0.00,0,coc_evitable_action_yes_stories
264,11,Mild,Evitable,COC,2,0.00,0.00,0,coc_evitable_action_yes_stories
265,12,Mild,Evitable,COC,1,100.00,50.00,2,coc_evitable_action_yes_stories
266,12,Mild,Evitable,COC,2,100.00,100.00,3,coc_evitable_action_yes_stories
267,13,Mild,Evitable,COC,1,0.00,0.00,0,coc_evitable_action_yes_stories
268,13,Mild,Evitable,COC,2,0.00,0.00,0,coc_evitable_action_yes_stories
269,14,Mild,Evitable,COC,1,100.00,75.00,4,coc_evitable_action_yes_stories
270,14,Mild,Evitable,COC,2,100.00,100.00,4,coc_evitable_action_yes_stories
271,15,Mild,Evitable,COC,1,100.00,50.00,4,coc_evitable_action_yes_stories
272,15,Mild,Evitable,COC,2,100.00,50.00,4,coc_evitable_action_yes_stories
273,16,Mild,Evitable,COC,1,100.00,75.00,4,coc_evitable_action_yes_stories
274,16,Mild,Evitable,COC,2,100.00,80.00,5,coc_evitable_action_yes_stories
275,17,Mild,Evitable,COC,1,100.00,66.67,3,coc_evitable_action_yes_stories
276,17,Mild,Evitable,COC,2,100.00,75.00,4,coc_evitable_action_yes_stories
277,18,Mild,Evitable,COC,1,100.00,66.67,3,coc_evitable_action_yes_stories
278,18,Mild,Evitable,COC,2,100.00,80.00,5,coc_evitable_action_yes_stories
279,19,Mild,Evitable,COC,1,100.00,50.00,4,coc_evitable_action_yes_stories
280,19,Mild,Evitable,COC,2,100.00,80.00,5,coc_evitable_action_yes_stories
281,20,Mild,Evitable,COC,1,100.00,66.67,3,coc_evitable_action_yes_stories
282,20,Mild,Evitable,COC,2,75.00,100.00,4,coc_evitable_action_yes_stories
283,21,Mild,Evitable,COC,1,100.00,60.00,5,coc_evitable_action_yes_stories
284,21,Mild,Evitable,COC,2,100.00,100.00,4,coc_evitable_action_yes_stories
285,22,Mild,Evitable,COC,1,100.00,66.67,6,coc_evitable_action_yes_stories
286,22,Mild,Evitable,COC,2,100.00,100.00,5,coc_evitable_action_yes_stories
287,23,Mild,Evitable,COC,1,100.00,80.00,5,coc_evitable_action_yes_stories
288,23,Mild,Evitable,COC,2,100.00,80.00,5,coc_evitable_action_yes_stories
289,24,Mild,Evitable,COC,1,0.00,0.00,0,coc_evitable_action_yes_stories
290,24,Mild,Evitable,COC,2,0.00,0.00,0,coc_evitable_action_yes_stories
291,25,Mild,Evitable,COC,1,100.00,50.00,4,coc_evitable_action_yes_stories
292,25,Mild,Evitable,COC,2,100.00,75.00,4,coc_evitable_action_yes_stories
293,26,Mild,Evitable,COC,1,100.00,60.00,5,coc_evitable_action_yes_stories
294,26,Mild,Evitable,COC,2,100.00,100.00,6,coc_evitable_action_yes_stories
295,27,Mild,Evitable,COC,1,100.00,25.00,4,coc_evitable_action_yes_stories
296,27,Mild,Evitable,COC,2,100.00,80.00,5,coc_evitable_action_yes_stories
297,28,Mild,Evitable,COC,1,0.00,0.00,0,coc_evitable_action_yes_stories
298,28,Mild,Evitable,COC,2,0.00,0.00,0,coc_evitable_action_yes_stories
299,29,Mild,Evitable,COC,1,100.00,80.00,5,coc_evitable_action_yes_stories
300,29,Mild,Evitable,COC,2,100.00,75.00,4,coc_evitable_action_yes_stories
301,0,Mild,Evitable,COC,1,100.00,57.14,7,coc_evitable_prevention_no_stories
302,0,Mild,Evitable,COC,2,100.00,85.71,7,coc_evitable_prevention_no_stories
303,1,Mild,Evitable,COC,1,100.00,75.00,4,coc_evitable_prevention_no_stories
304,1,Mild,Evitable,COC,2,100.00,100.00,3,coc_evitable_prevention_no_stories
305,2,Mild,Evitable,COC,1,100.00,100.00,5,coc_evitable_prevention_no_stories
306,2,Mild,Evitable,COC,2,75.00,50.00,4,coc_evitable_prevention_no_stories
307,3,Mild,Evitable,COC,1,100.00,100.00,5,coc_evitable_prevention_no_stories
308,3,Mild,Evitable,COC,2,100.00,50.00,4,coc_evitable_prevention_no_stories
309,4,Mild,Evitable,COC,1,100.00,100.00,5,coc_evitable_prevention_no_stories
310,4,Mild,Evitable,COC,2,100.00,100.00,5,coc_evitable_prevention_no_stories
311,5,Mild,Evitable,COC,1,100.00,80.00,5,coc_evitable_prevention_no_stories
312,5,Mild,Evitable,COC,2,100.00,100.00,5,coc_evitable_prevention_no_stories
313,6,Mild,Evitable,COC,1,100.00,80.00,5,coc_evitable_prevention_no_stories
314,6,Mild,Evitable,COC,2,100.00,66.67,6,coc_evitable_prevention_no_stories
