========================================================================================================================
SCENARIO DATA TABLE
========================================================================================================================
CONFIGURATION:
  Filter non-negative utility events: True
  Skip missing I-being: False
  Skip missing non-I being: False
  Process only choice 1: False
Total rows: 539
========================================================================================================================

  ID | Orig ID | Severity | Evitability | Causal | Choice |    C+ % |    I+ % | N Events | Condition
  49 |       0 |     Mild |    Evitable |     CC |      2 |  100.00 |  100.00 |        4 | cc_evitable_prevention_no_stories
  50 |       1 |     Mild |    Evitable |     CC |      1 |  100.00 |  100.00 |        5 | cc_evitable_prevention_no_stories
  51 |       1 |     Mild |    Evitable |     CC |      2 |  100.00 |  100.00 |        3 | cc_evitable_prevention_no_stories
  52 |       2 |     Mild |    Evitable |     CC |      1 |  100.00 |  100.00 |        3 | cc_evitable_prevention_no_stories
  53 |       2 |     Mild |    Evitable |     CC |      2 |  100.00 |  100.00 |        3 | cc_evitable_prevention_no_stories
  54 |       3 |     Mild |    Evitable |     CC |      2 |  100.00 |  100.00 |        3 | cc_evitable_prevention_no_stories
  55 |       4 |     Mild |    Evitable |     CC |      2 |  100.00 |  100.00 |        3 | cc_evitable_prevention_no_stories
  56 |       5 |     Mild |    Evitable |     CC |      1 |  100.00 |  100.00 |        7 | cc_evitable_prevention_no_stories
  57 |       5 |     Mild |    Evitable |     CC |      2 |  100.00 |  100.00 |        1 | cc_evitable_prevention_no_stories
  58 |       6 |     Mild |    Evitable |     CC |      1 |  100.00 |  100.00 |        4 | cc_evitable_prevention_no_stories
  59 |       6 |     Mild |    Evitable |     CC |      2 |  100.00 |  100.00 |        3 | cc_evitable_prevention_no_stories
  60 |       7 |     Mild |    Evitable |     CC |      2 |  100.00 |  100.00 |        3 | cc_evitable_prevention_no_stories
  61 |       8 |     Mild |    Evitable |     CC |      1 |  100.00 |  100.00 |        2 | cc_evitable_prevention_no_stories
  62 |       8 |     Mild |    Evitable |     CC |      2 |  100.00 |   50.00 |        2 | cc_evitable_prevention_no_stories
  63 |       9 |     Mild |    Evitable |     CC |      1 |  100.00 |  100.00 |        4 | cc_evitable_prevention_no_stories
  64 |      10 |     Mild |    Evitable |     CC |      2 |  100.00 |   66.67 |        3 | cc_evitable_prevention_no_stories
  65 |      11 |     Mild |    Evitable |     CC |      1 |  100.00 |   75.00 |        4 | cc_evitable_prevention_no_stories
  66 |      11 |     Mild |    Evitable |     CC |      2 |  100.00 |  100.00 |        1 | cc_evitable_prevention_no_stories
  67 |      12 |     Mild |    Evitable |     CC |      1 |  100.00 |   80.00 |        5 | cc_evitable_prevention_no_stories
  68 |      12 |     Mild |    Evitable |     CC |      2 |  100.00 |  100.00 |        3 | cc_evitable_prevention_no_stories
  69 |      13 |     Mild |    Evitable |     CC |      1 |  100.00 |  100.00 |        5 | cc_evitable_prevention_no_stories
  70 |      13 |     Mild |    Evitable |     CC |      2 |  100.00 |  100.00 |        3 | cc_evitable_prevention_no_stories
  71 |      14 |     Mild |    Evitable |     CC |      1 |  100.00 |   66.67 |        6 | cc_evitable_prevention_no_stories
  72 |      14 |     Mild |    Evitable |     CC |      2 |  100.00 |  100.00 |        1 | cc_evitable_prevention_no_stories
  73 |      15 |     Mild |    Evitable |     CC |      2 |  100.00 |   66.67 |        3 | cc_evitable_prevention_no_stories
  74 |      16 |     Mild |    Evitable |     CC |      1 |  100.00 |   50.00 |        4 | cc_evitable_prevention_no_stories
  75 |      16 |     Mild |    Evitable |     CC |      2 |  100.00 |   33.33 |        3 | cc_evitable_prevention_no_stories
  76 |      17 |     Mild |    Evitable |     CC |      2 |  100.00 |   80.00 |        5 | cc_evitable_prevention_no_stories
  77 |      18 |     Mild |    Evitable |     CC |      1 |  100.00 |    0.00 |        1 | cc_evitable_prevention_no_stories
  78 |      18 |     Mild |    Evitable |     CC |      2 |  100.00 |  100.00 |        2 | cc_evitable_prevention_no_stories
  79 |      19 |     Mild |    Evitable |     CC |      1 |   50.00 |    0.00 |        2 | cc_evitable_prevention_no_stories
  80 |      19 |     Mild |    Evitable |     CC |      2 |   33.33 |    0.00 |        3 | cc_evitable_prevention_no_stories
  81 |      20 |     Mild |    Evitable |     CC |      1 |  100.00 |  100.00 |        3 | cc_evitable_prevention_no_stories
  82 |      20 |     Mild |    Evitable |     CC |      2 |  100.00 |  100.00 |        2 | cc_evitable_prevention_no_stories
  83 |      21 |     Mild |    Evitable |     CC |      1 |  100.00 |   80.00 |        5 | cc_evitable_prevention_no_stories
  84 |      21 |     Mild |    Evitable |     CC |      2 |  100.00 |  100.00 |        2 | cc_evitable_prevention_no_stories
  85 |      22 |     Mild |    Evitable |     CC |      2 |  100.00 |  100.00 |        4 | cc_evitable_prevention_no_stories
  86 |      23 |     Mild |    Evitable |     CC |      2 |  100.00 |  100.00 |        4 | cc_evitable_prevention_no_stories
  87 |      24 |     Mild |    Evitable |     CC |      1 |  100.00 |    0.00 |        1 | cc_evitable_prevention_no_stories
  88 |      24 |     Mild |    Evitable |     CC |      2 |  100.00 |  100.00 |        2 | cc_evitable_prevention_no_stories
  89 |      25 |     Mild |    Evitable |     CC |      2 |  100.00 |   50.00 |        2 | cc_evitable_prevention_no_stories
  90 |      26 |     Mild |    Evitable |     CC |      2 |  100.00 |  100.00 |        6 | cc_evitable_prevention_no_stories
  91 |      27 |     Mild |    Evitable |     CC |      2 |  100.00 |  100.00 |        3 | cc_evitable_prevention_no_stories
  92 |      28 |     Mild |    Evitable |     CC |      1 |  100.00 |  100.00 |        3 | cc_evitable_prevention_no_stories
  93 |      28 |     Mild |    Evitable |     CC |      2 |  100.00 |  100.00 |        2 | cc_evitable_prevention_no_stories
  94 |      29 |     Mild |    Evitable |     CC |      1 |  100.00 |    0.00 |        1 | cc_evitable_prevention_no_stories
  95 |      29 |     Mild |    Evitable |     CC |      2 |  100.00 |  100.00 |        4 | cc_evitable_prevention_no_stories
  96 |       0 |     Mild |  Inevitable |     CC |      1 |   25.00 |   50.00 |        4 | cc_inevitable_action_yes_stories
  97 |       0 |     Mild |  Inevitable |     CC |      2 |   20.00 |   20.00 |        5 | cc_inevitable_action_yes_stories
  98 |       1 |     Mild |  Inevitable |     CC |      1 |    0.00 |    0.00 |        0 | cc_inevitable_action_yes_stories
  99 |       1 |     Mild |  Inevitable |     CC |      2 |    0.00 |    0.00 |        0 | cc_inevitable_action_yes_stories
 100 |       2 |     Mild |  Inevitable |     CC |      1 |    0.00 |   50.00 |        2 | cc_inevitable_action_yes_stories
 101 |       2 |     Mild |  Inevitable |     CC |      2 |   60.00 |   80.00 |        5 | cc_inevitable_action_yes_stories
 102 |       3 |     Mild |  Inevitable |     CC |      1 |    0.00 |    0.00 |        2 | cc_inevitable_action_yes_stories
 103 |       3 |     Mild |  Inevitable |     CC |      2 |    0.00 |    0.00 |        2 | cc_inevitable_action_yes_stories
 104 |       4 |     Mild |  Inevitable |     CC |      1 |   33.33 |  100.00 |        3 | cc_inevitable_action_yes_stories
 105 |       4 |     Mild |  Inevitable |     CC |      2 |    0.00 |   50.00 |        2 | cc_inevitable_action_yes_stories
 106 |       5 |     Mild |  Inevitable |     CC |      1 |    0.00 |    0.00 |        0 | cc_inevitable_action_yes_stories
 107 |       5 |     Mild |  Inevitable |     CC |      2 |    0.00 |    0.00 |        0 | cc_inevitable_action_yes_stories
 108 |       6 |     Mild |  Inevitable |     CC |      1 |  100.00 |    0.00 |        1 | cc_inevitable_action_yes_stories
 109 |       6 |     Mild |  Inevitable |     CC |      2 |   80.00 |   80.00 |        5 | cc_inevitable_action_yes_stories
 110 |       7 |     Mild |  Inevitable |     CC |      1 |    0.00 |   50.00 |        2 | cc_inevitable_action_yes_stories
 111 |       7 |     Mild |  Inevitable |     CC |      2 |    0.00 |    0.00 |        2 | cc_inevitable_action_yes_stories
 112 |       8 |     Mild |  Inevitable |     CC |      1 |    0.00 |    0.00 |        0 | cc_inevitable_action_yes_stories
 113 |       8 |     Mild |  Inevitable |     CC |      2 |    0.00 |    0.00 |        0 | cc_inevitable_action_yes_stories
 114 |       9 |     Mild |  Inevitable |     CC |      1 |    0.00 |    0.00 |        0 | cc_inevitable_action_yes_stories
 115 |       9 |     Mild |  Inevitable |     CC |      2 |    0.00 |    0.00 |        0 | cc_inevitable_action_yes_stories
 116 |      10 |     Mild |  Inevitable |     CC |      1 |    0.00 |   50.00 |        2 | cc_inevitable_action_yes_stories
 117 |      11 |     Mild |  Inevitable |     CC |      1 |    0.00 |    0.00 |        0 | cc_inevitable_action_yes_stories
 118 |      11 |     Mild |  Inevitable |     CC |      2 |    0.00 |    0.00 |        0 | cc_inevitable_action_yes_stories
 119 |      12 |     Mild |  Inevitable |     CC |      1 |   25.00 |   50.00 |        4 | cc_inevitable_action_yes_stories
 120 |      12 |     Mild |  Inevitable |     CC |      2 |   25.00 |   75.00 |        4 | cc_inevitable_action_yes_stories
 121 |      13 |     Mild |  Inevitable |     CC |      1 |    0.00 |    0.00 |        0 | cc_inevitable_action_yes_stories
 122 |      13 |     Mild |  Inevitable |     CC |      2 |    0.00 |    0.00 |        0 | cc_inevitable_action_yes_stories
 123 |      14 |     Mild |  Inevitable |     CC |      1 |   75.00 |  100.00 |        4 | cc_inevitable_action_yes_stories
 124 |      14 |     Mild |  Inevitable |     CC |      2 |   75.00 |  100.00 |        4 | cc_inevitable_action_yes_stories
 125 |      15 |     Mild |  Inevitable |     CC |      1 |   25.00 |   25.00 |        4 | cc_inevitable_action_yes_stories
 126 |      15 |     Mild |  Inevitable |     CC |      2 |   25.00 |   25.00 |        4 | cc_inevitable_action_yes_stories
 127 |      16 |     Mild |  Inevitable |     CC |      1 |    0.00 |   50.00 |        2 | cc_inevitable_action_yes_stories
 128 |      16 |     Mild |  Inevitable |     CC |      2 |   50.00 |   75.00 |        4 | cc_inevitable_action_yes_stories
 129 |      17 |     Mild |  Inevitable |     CC |      1 |   33.33 |   66.67 |        3 | cc_inevitable_action_yes_stories
 130 |      17 |     Mild |  Inevitable |     CC |      2 |    0.00 |    0.00 |        1 | cc_inevitable_action_yes_stories
 131 |      18 |     Mild |  Inevitable |     CC |      1 |    0.00 |  100.00 |        2 | cc_inevitable_action_yes_stories
 132 |      18 |     Mild |  Inevitable |     CC |      2 |   25.00 |   50.00 |        4 | cc_inevitable_action_yes_stories
 133 |      19 |     Mild |  Inevitable |     CC |      1 |  100.00 |   50.00 |        2 | cc_inevitable_action_yes_stories
 134 |      19 |     Mild |  Inevitable |     CC |      2 |  100.00 |   33.33 |        3 | cc_inevitable_action_yes_stories
 135 |      20 |     Mild |  Inevitable |     CC |      1 |    0.00 |  100.00 |        3 | cc_inevitable_action_yes_stories
 136 |      20 |     Mild |  Inevitable |     CC |      2 |   50.00 |   50.00 |        2 | cc_inevitable_action_yes_stories
 137 |      21 |     Mild |  Inevitable |     CC |      1 |    0.00 |    0.00 |        0 | cc_inevitable_action_yes_stories
 138 |      21 |     Mild |  Inevitable |     CC |      2 |    0.00 |    0.00 |        0 | cc_inevitable_action_yes_stories
 139 |      22 |     Mild |  Inevitable |     CC |      1 |   33.33 |   66.67 |        3 | cc_inevitable_action_yes_stories
 140 |      22 |     Mild |  Inevitable |     CC |      2 |    0.00 |   33.33 |        3 | cc_inevitable_action_yes_stories
 141 |      23 |     Mild |  Inevitable |     CC |      1 |   75.00 |   75.00 |        4 | cc_inevitable_action_yes_stories
 142 |      23 |     Mild |  Inevitable |     CC |      2 |    0.00 |    0.00 |        1 | cc_inevitable_action_yes_stories
 143 |      24 |     Mild |  Inevitable |     CC |      1 |    0.00 |   50.00 |        2 | cc_inevitable_action_yes_stories
 144 |      24 |     Mild |  Inevitable |     CC |      2 |    0.00 |    0.00 |        2 | cc_inevitable_action_yes_stories
 145 |      25 |     Mild |  Inevitable |     CC |      1 |   66.67 |   66.67 |        3 | cc_inevitable_action_yes_stories
 146 |      25 |     Mild |  Inevitable |     CC |      2 |   80.00 |   60.00 |        5 | cc_inevitable_action_yes_stories
 147 |      26 |     Mild |  Inevitable |     CC |      1 |   50.00 |  100.00 |        6 | cc_inevitable_action_yes_stories
 148 |      26 |     Mild |  Inevitable |     CC |      2 |    0.00 |    0.00 |        1 | cc_inevitable_action_yes_stories
 149 |      27 |     Mild |  Inevitable |     CC |      1 |   33.33 |  100.00 |        3 | cc_inevitable_action_yes_stories
 150 |      27 |     Mild |  Inevitable |     CC |      2 |   25.00 |   25.00 |        4 | cc_inevitable_action_yes_stories
 151 |      28 |     Mild |  Inevitable |     CC |      1 |   33.33 |  100.00 |        3 | cc_inevitable_action_yes_stories
 152 |      28 |     Mild |  Inevitable |     CC |      2 |   16.67 |   33.33 |        6 | cc_inevitable_action_yes_stories
 153 |      29 |     Mild |  Inevitable |     CC |      1 |   60.00 |  100.00 |        5 | cc_inevitable_action_yes_stories
 154 |      29 |     Mild |  Inevitable |     CC |      2 |    0.00 |    0.00 |        1 | cc_inevitable_action_yes_stories
 155 |       0 |     Mild |  Inevitable |     CC |      1 |   50.00 |   50.00 |        6 | cc_inevitable_prevention_no_stories
 156 |       0 |     Mild |  Inevitable |     CC |      2 |    0.00 |   50.00 |        4 | cc_inevitable_prevention_no_stories
 157 |       1 |     Mild |  Inevitable |     CC |      1 |   75.00 |  100.00 |        4 | cc_inevitable_prevention_no_stories
 158 |       1 |     Mild |  Inevitable |     CC |      2 |    0.00 |  100.00 |        2 | cc_inevitable_prevention_no_stories
 159 |       2 |     Mild |  Inevitable |     CC |      1 |    0.00 |    0.00 |        1 | cc_inevitable_prevention_no_stories
 160 |       2 |     Mild |  Inevitable |     CC |      2 |    0.00 |    0.00 |        2 | cc_inevitable_prevention_no_stories
 161 |       3 |     Mild |  Inevitable |     CC |      1 |    0.00 |    0.00 |        1 | cc_inevitable_prevention_no_stories
 162 |       3 |     Mild |  Inevitable |     CC |      2 |    0.00 |    0.00 |        3 | cc_inevitable_prevention_no_stories
 163 |       4 |     Mild |  Inevitable |     CC |      1 |    0.00 |    0.00 |        1 | cc_inevitable_prevention_no_stories
 164 |       4 |     Mild |  Inevitable |     CC |      2 |   25.00 |   25.00 |        4 | cc_inevitable_prevention_no_stories
 165 |       5 |     Mild |  Inevitable |     CC |      1 |   60.00 |   80.00 |        5 | cc_inevitable_prevention_no_stories
 166 |       5 |     Mild |  Inevitable |     CC |      2 |    0.00 |    0.00 |        2 | cc_inevitable_prevention_no_stories
 167 |       6 |     Mild |  Inevitable |     CC |      1 |   60.00 |   60.00 |        5 | cc_inevitable_prevention_no_stories
 168 |       6 |     Mild |  Inevitable |     CC |      2 |   50.00 |   75.00 |        4 | cc_inevitable_prevention_no_stories
 169 |       7 |     Mild |  Inevitable |     CC |      1 |   33.33 |   33.33 |        3 | cc_inevitable_prevention_no_stories
 170 |       7 |     Mild |  Inevitable |     CC |      2 |   25.00 |   25.00 |        4 | cc_inevitable_prevention_no_stories
 171 |       8 |     Mild |  Inevitable |     CC |      1 |   57.14 |   57.14 |        7 | cc_inevitable_prevention_no_stories
 172 |       8 |     Mild |  Inevitable |     CC |      2 |    0.00 |   50.00 |        2 | cc_inevitable_prevention_no_stories
 173 |       9 |     Mild |  Inevitable |     CC |      1 |   40.00 |   20.00 |        5 | cc_inevitable_prevention_no_stories
 174 |       9 |     Mild |  Inevitable |     CC |      2 |    0.00 |  100.00 |        1 | cc_inevitable_prevention_no_stories
 175 |      10 |     Mild |  Inevitable |     CC |      1 |    0.00 |   33.33 |        3 | cc_inevitable_prevention_no_stories
 176 |      10 |     Mild |  Inevitable |     CC |      2 |   25.00 |   50.00 |        4 | cc_inevitable_prevention_no_stories
 177 |      11 |     Mild |  Inevitable |     CC |      1 |   57.14 |   42.86 |        7 | cc_inevitable_prevention_no_stories
 178 |      11 |     Mild |  Inevitable |     CC |      2 |    0.00 |    0.00 |        1 | cc_inevitable_prevention_no_stories
 179 |      12 |     Mild |  Inevitable |     CC |      1 |   50.00 |   33.33 |        6 | cc_inevitable_prevention_no_stories
 180 |      12 |     Mild |  Inevitable |     CC |      2 |   25.00 |   25.00 |        4 | cc_inevitable_prevention_no_stories
 181 |      13 |     Mild |  Inevitable |     CC |      1 |   40.00 |   40.00 |        5 | cc_inevitable_prevention_no_stories
 182 |      13 |     Mild |  Inevitable |     CC |      2 |    0.00 |    0.00 |        3 | cc_inevitable_prevention_no_stories
 183 |      14 |     Mild |  Inevitable |     CC |      1 |   62.50 |   50.00 |        8 | cc_inevitable_prevention_no_stories
 184 |      14 |     Mild |  Inevitable |     CC |      2 |    0.00 |  100.00 |        1 | cc_inevitable_prevention_no_stories
 185 |      15 |     Mild |  Inevitable |     CC |      1 |    0.00 |    0.00 |        3 | cc_inevitable_prevention_no_stories
 186 |      15 |     Mild |  Inevitable |     CC |      2 |   25.00 |   25.00 |        4 | cc_inevitable_prevention_no_stories
 187 |      16 |     Mild |  Inevitable |     CC |      1 |   66.67 |   66.67 |        6 | cc_inevitable_prevention_no_stories
 188 |      16 |     Mild |  Inevitable |     CC |      2 |    0.00 |    0.00 |        2 | cc_inevitable_prevention_no_stories
 189 |      17 |     Mild |  Inevitable |     CC |      1 |   80.00 |   40.00 |        5 | cc_inevitable_prevention_no_stories
 190 |      17 |     Mild |  Inevitable |     CC |      2 |   50.00 |   50.00 |        4 | cc_inevitable_prevention_no_stories
 191 |      18 |     Mild |  Inevitable |     CC |      1 |   33.33 |   33.33 |        3 | cc_inevitable_prevention_no_stories
 192 |      18 |     Mild |  Inevitable |     CC |      2 |   33.33 |   66.67 |        3 | cc_inevitable_prevention_no_stories
 193 |      19 |     Mild |  Inevitable |     CC |      1 |    0.00 |  100.00 |        2 | cc_inevitable_prevention_no_stories
 194 |      19 |     Mild |  Inevitable |     CC |      2 |   25.00 |   25.00 |        4 | cc_inevitable_prevention_no_stories
 195 |      20 |     Mild |  Inevitable |     CC |      1 |   60.00 |   40.00 |        5 | cc_inevitable_prevention_no_stories
 196 |      20 |     Mild |  Inevitable |     CC |      2 |    0.00 |    0.00 |        2 | cc_inevitable_prevention_no_stories
 197 |      21 |     Mild |  Inevitable |     CC |      1 |   75.00 |   75.00 |        4 | cc_inevitable_prevention_no_stories
 198 |      21 |     Mild |  Inevitable |     CC |      2 |    0.00 |    0.00 |        1 | cc_inevitable_prevention_no_stories
 199 |      22 |     Mild |  Inevitable |     CC |      1 |   33.33 |   33.33 |        3 | cc_inevitable_prevention_no_stories
 200 |      22 |     Mild |  Inevitable |     CC |      2 |   50.00 |   50.00 |        4 | cc_inevitable_prevention_no_stories
 201 |      23 |     Mild |  Inevitable |     CC |      1 |    0.00 |    0.00 |        1 | cc_inevitable_prevention_no_stories
 202 |      23 |     Mild |  Inevitable |     CC |      2 |   50.00 |   75.00 |        4 | cc_inevitable_prevention_no_stories
 203 |      24 |     Mild |  Inevitable |     CC |      1 |   66.67 |   33.33 |        3 | cc_inevitable_prevention_no_stories
 204 |      24 |     Mild |  Inevitable |     CC |      2 |    0.00 |   33.33 |        3 | cc_inevitable_prevention_no_stories
 205 |      25 |     Mild |  Inevitable |     CC |      1 |   83.33 |   50.00 |        6 | cc_inevitable_prevention_no_stories
 206 |      25 |     Mild |  Inevitable |     CC |      2 |   50.00 |   50.00 |        4 | cc_inevitable_prevention_no_stories
 207 |      26 |     Mild |  Inevitable |     CC |      1 |    0.00 |    0.00 |        1 | cc_inevitable_prevention_no_stories
 208 |      26 |     Mild |  Inevitable |     CC |      2 |   60.00 |  100.00 |        5 | cc_inevitable_prevention_no_stories
 209 |      27 |     Mild |  Inevitable |     CC |      1 |    0.00 |    0.00 |        2 | cc_inevitable_prevention_no_stories
 210 |      27 |     Mild |  Inevitable |     CC |      2 |   60.00 |  100.00 |        5 | cc_inevitable_prevention_no_stories
 211 |      28 |     Mild |  Inevitable |     CC |      1 |    0.00 |   40.00 |        5 | cc_inevitable_prevention_no_stories
 212 |      28 |     Mild |  Inevitable |     CC |      2 |   33.33 |   33.33 |        3 | cc_inevitable_prevention_no_stories
 213 |      29 |     Mild |  Inevitable |     CC |      1 |   66.67 |   33.33 |        3 | cc_inevitable_prevention_no_stories
 214 |      29 |     Mild |  Inevitable |     CC |      2 |    0.00 |   75.00 |        4 | cc_inevitable_prevention_no_stories
 215 |       0 |     Mild |    Evitable |    COC |      1 |  100.00 |   50.00 |        2 | coc_evitable_action_yes_stories
 216 |       0 |     Mild |    Evitable |    COC |      2 |  100.00 |   75.00 |        4 | coc_evitable_action_yes_stories
 217 |       1 |     Mild |    Evitable |    COC |      1 |  100.00 |   33.33 |        3 | coc_evitable_action_yes_stories
 218 |       2 |     Mild |    Evitable |    COC |      1 |  100.00 |   50.00 |        2 | coc_evitable_action_yes_stories
 219 |       2 |     Mild |    Evitable |    COC |      2 |  100.00 |    0.00 |        1 | coc_evitable_action_yes_stories
 220 |       3 |     Mild |    Evitable |    COC |      1 |  100.00 |    0.00 |        2 | coc_evitable_action_yes_stories
 221 |       4 |     Mild |    Evitable |    COC |      1 |  100.00 |    0.00 |        2 | coc_evitable_action_yes_stories
 222 |       4 |     Mild |    Evitable |    COC |      2 |  100.00 |   50.00 |        2 | coc_evitable_action_yes_stories
 223 |       5 |     Mild |    Evitable |    COC |      1 |    0.00 |    0.00 |        0 | coc_evitable_action_yes_stories
 224 |       5 |     Mild |    Evitable |    COC |      2 |    0.00 |    0.00 |        0 | coc_evitable_action_yes_stories
 225 |       6 |     Mild |    Evitable |    COC |      1 |  100.00 |   66.67 |        3 | coc_evitable_action_yes_stories
 226 |       6 |     Mild |    Evitable |    COC |      2 |  100.00 |  100.00 |        1 | coc_evitable_action_yes_stories
 227 |       7 |     Mild |    Evitable |    COC |      1 |  100.00 |   33.33 |        3 | coc_evitable_action_yes_stories
 228 |       7 |     Mild |    Evitable |    COC |      2 |  100.00 |  100.00 |        1 | coc_evitable_action_yes_stories
 229 |       8 |     Mild |    Evitable |    COC |      1 |  100.00 |   50.00 |        2 | coc_evitable_action_yes_stories
