table_id,original_scenario_id,severity,evitability,causal,choice,c_plus_pct,i_plus_pct,num_events,condition
14,Mild,Inevitable,CC,1,75.00,100.00,4,cc_inevitable_action_yes_stories
15,Mild,Inevitable,CC,1,25.00,25.00,4,cc_inevitable_action_yes_stories
16,Mild,Inevitable,CC,1,0.00,50.00,2,cc_inevitable_action_yes_stories
17,Mild,Inevitable,CC,1,33.33,66.67,3,cc_inevitable_action_yes_stories
18,Mild,Inevitable,CC,1,0.00,100.00,2,cc_inevitable_action_yes_stories
19,Mild,Inevitable,CC,1,100.00,50.00,2,cc_inevitable_action_yes_stories
20,Mild,Inevitable,CC,1,0.00,100.00,3,cc_inevitable_action_yes_stories
22,Mild,Inevitable,CC,1,33.33,66.67,3,cc_inevitable_action_yes_stories
23,Mild,Inevitable,CC,1,75.00,75.00,4,cc_inevitable_action_yes_stories
24,Mild,Inevitable,CC,1,0.00,50.00,2,cc_inevitable_action_yes_stories
25,Mild,Inevitable,CC,1,66.67,66.67,3,cc_inevitable_action_yes_stories
26,Mild,Inevitable,CC,1,50.00,100.00,6,cc_inevitable_action_yes_stories
27,Mild,Inevitable,CC,1,33.33,100.00,3,cc_inevitable_action_yes_stories
28,Mild,Inevitable,CC,1,33.33,100.00,3,cc_inevitable_action_yes_stories
29,Mild,Inevitable,CC,1,60.00,100.00,5,cc_inevitable_action_yes_stories
0,Mild,Inevitable,CC,1,50.00,50.00,6,cc_inevitable_prevention_no_stories
1,Mild,Inevitable,CC,1,75.00,100.00,4,cc_inevitable_prevention_no_stories
2,Mild,Inevitable,CC,1,0.00,0.00,1,cc_inevitable_prevention_no_stories
3,Mild,Inevitable,CC,1,0.00,0.00,1,cc_inevitable_prevention_no_stories
4,Mild,Inevitable,CC,1,0.00,0.00,1,cc_inevitable_prevention_no_stories
5,Mild,Inevitable,CC,1,60.00,80.00,5,cc_inevitable_prevention_no_stories
6,Mild,Inevitable,CC,1,60.00,60.00,5,cc_inevitable_prevention_no_stories
7,Mild,Inevitable,CC,1,33.33,33.33,3,cc_inevitable_prevention_no_stories
8,Mild,Inevitable,CC,1,57.14,57.14,7,cc_inevitable_prevention_no_stories
9,Mild,Inevitable,CC,1,40.00,20.00,5,cc_inevitable_prevention_no_stories
10,Mild,Inevitable,CC,1,0.00,33.33,3,cc_inevitable_prevention_no_stories
11,Mild,Inevitable,CC,1,57.14,42.86,7,cc_inevitable_prevention_no_stories
12,Mild,Inevitable,CC,1,50.00,33.33,6,cc_inevitable_prevention_no_stories
13,Mild,Inevitable,CC,1,40.00,40.00,5,cc_inevitable_prevention_no_stories
14,Mild,Inevitable,CC,1,62.50,50.00,8,cc_inevitable_prevention_no_stories
15,Mild,Inevitable,CC,1,0.00,0.00,3,cc_inevitable_prevention_no_stories
16,Mild,Inevitable,CC,1,66.67,66.67,6,cc_inevitable_prevention_no_stories
17,Mild,Inevitable,CC,1,80.00,40.00,5,cc_inevitable_prevention_no_stories
18,Mild,Inevitable,CC,1,33.33,33.33,3,cc_inevitable_prevention_no_stories
19,Mild,Inevitable,CC,1,0.00,100.00,2,cc_inevitable_prevention_no_stories
20,Mild,Inevitable,CC,1,60.00,40.00,5,cc_inevitable_prevention_no_stories
21,Mild,Inevitable,CC,1,75.00,75.00,4,cc_inevitable_prevention_no_stories
22,Mild,Inevitable,CC,1,33.33,33.33,3,cc_inevitable_prevention_no_stories
23,Mild,Inevitable,CC,1,0.00,0.00,1,cc_inevitable_prevention_no_stories
24,Mild,Inevitable,CC,1,66.67,33.33,3,cc_inevitable_prevention_no_stories
25,Mild,Inevitable,CC,1,83.33,50.00,6,cc_inevitable_prevention_no_stories
26,Mild,Inevitable,CC,1,0.00,0.00,1,cc_inevitable_prevention_no_stories
27,Mild,Inevitable,CC,1,0.00,0.00,2,cc_inevitable_prevention_no_stories
28,Mild,Inevitable,CC,1,0.00,40.00,5,cc_inevitable_prevention_no_stories
29,Mild,Inevitable,CC,1,66.67,33.33,3,cc_inevitable_prevention_no_stories
0,Mild,Evitable,COC,1,100.00,50.00,2,coc_evitable_action_yes_stories
1,Mild,Evitable,COC,1,100.00,33.33,3,coc_evitable_action_yes_stories
2,Mild,Evitable,COC,1,100.00,50.00,2,coc_evitable_action_yes_stories
3,Mild,Evitable,COC,1,100.00,0.00,2,coc_evitable_action_yes_stories
4,Mild,Evitable,COC,1,100.00,0.00,2,coc_evitable_action_yes_stories
6,Mild,Evitable,COC,1,100.00,66.67,3,coc_evitable_action_yes_stories
7,Mild,Evitable,COC,1,100.00,33.33,3,coc_evitable_action_yes_stories
8,Mild,Evitable,COC,1,100.00,50.00,2,coc_evitable_action_yes_stories
9,Mild,Evitable,COC,1,100.00,33.33,3,coc_evitable_action_yes_stories
12,Mild,Evitable,COC,1,100.00,0.00,1,coc_evitable_action_yes_stories
14,Mild,Evitable,COC,1,100.00,75.00,4,coc_evitable_action_yes_stories
15,Mild,Evitable,COC,1,100.00,33.33,3,coc_evitable_action_yes_stories
16,Mild,Evitable,COC,1,100.00,50.00,2,coc_evitable_action_yes_stories
17,Mild,Evitable,COC,1,100.00,50.00,2,coc_evitable_action_yes_stories
18,Mild,Evitable,COC,1,100.00,50.00,2,coc_evitable_action_yes_stories
19,Mild,Evitable,COC,1,100.00,0.00,2,coc_evitable_action_yes_stories
20,Mild,Evitable,COC,1,100.00,0.00,1,coc_evitable_action_yes_stories
21,Mild,Evitable,COC,1,100.00,50.00,4,coc_evitable_action_yes_stories
22,Mild,Evitable,COC,1,100.00,0.00,2,coc_evitable_action_yes_stories
23,Mild,Evitable,COC,1,100.00,50.00,2,coc_evitable_action_yes_stories
25,Mild,Evitable,COC,1,100.00,0.00,2,coc_evitable_action_yes_stories
26,Mild,Evitable,COC,1,100.00,50.00,4,coc_evitable_action_yes_stories
27,Mild,Evitable,COC,1,100.00,0.00,3,coc_evitable_action_yes_stories
29,Mild,Evitable,COC,1,100.00,50.00,2,coc_evitable_action_yes_stories
0,Mild,Evitable,COC,1,100.00,50.00,6,coc_evitable_prevention_no_stories
3,Mild,Evitable,COC,1,100.00,100.00,1,coc_evitable_prevention_no_stories
4,Mild,Evitable,COC,1,100.00,100.00,3,coc_evitable_prevention_no_stories
5,Mild,Evitable,COC,1,100.00,75.00,4,coc_evitable_prevention_no_stories
6,Mild,Evitable,COC,1,100.00,0.00,1,coc_evitable_prevention_no_stories
7,Mild,Evitable,COC,1,100.00,75.00,4,coc_evitable_prevention_no_stories
8,Mild,Evitable,COC,1,100.00,80.00,5,coc_evitable_prevention_no_stories
10,Mild,Evitable,COC,1,100.00,66.67,6,coc_evitable_prevention_no_stories
11,Mild,Evitable,COC,1,100.00,66.67,6,coc_evitable_prevention_no_stories
12,Mild,Evitable,COC,1,100.00,100.00,1,coc_evitable_prevention_no_stories
13,Mild,Evitable,COC,1,100.00,83.33,6,coc_evitable_prevention_no_stories
17,Mild,Evitable,COC,1,100.00,83.33,6,coc_evitable_prevention_no_stories
18,Mild,Evitable,COC,1,100.00,100.00,4,coc_evitable_prevention_no_stories
19,Mild,Evitable,COC,1,100.00,75.00,4,coc_evitable_prevention_no_stories
20,Mild,Evitable,COC,1,100.00,85.71,7,coc_evitable_prevention_no_stories
22,Mild,Evitable,COC,1,100.00,100.00,5,coc_evitable_prevention_no_stories
23,Mild,Evitable,COC,1,100.00,100.00,1,coc_evitable_prevention_no_stories
24,Mild,Evitable,COC,1,100.00,66.67,6,coc_evitable_prevention_no_stories
25,Mild,Evitable,COC,1,100.00,71.43,7,coc_evitable_prevention_no_stories
26,Mild,Evitable,COC,1,100.00,100.00,2,coc_evitable_prevention_no_stories
27,Mild,Evitable,COC,1,100.00,75.00,4,coc_evitable_prevention_no_stories
28,Mild,Evitable,COC,1,100.00,100.00,3,coc_evitable_prevention_no_stories
29,Mild,Evitable,COC,1,100.00,100.00,3,coc_evitable_prevention_no_stories
0,Mild,Inevitable,COC,1,0.00,0.00,3,coc_inevitable_action_yes_stories
1,Mild,Inevitable,COC,1,25.00,50.00,4,coc_inevitable_action_yes_stories
2,Mild,Inevitable,COC,1,0.00,50.00,2,coc_inevitable_action_yes_stories
3,Mild,Inevitable,COC,1,0.00,33.33,3,coc_inevitable_action_yes_stories
4,Mild,Inevitable,COC,1,0.00,33.33,3,coc_inevitable_action_yes_stories
6,Mild,Inevitable,COC,1,100.00,33.33,3,coc_inevitable_action_yes_stories
7,Mild,Inevitable,COC,1,0.00,0.00,2,coc_inevitable_action_yes_stories
8,Mild,Inevitable,COC,1,0.00,0.00,1,coc_inevitable_action_yes_stories
9,Mild,Inevitable,COC,1,33.33,66.67,3,coc_inevitable_action_yes_stories
12,Mild,Inevitable,COC,1,50.00,50.00,2,coc_inevitable_action_yes_stories
14,Mild,Inevitable,COC,1,75.00,75.00,4,coc_inevitable_action_yes_stories
15,Mild,Inevitable,COC,1,33.33,33.33,3,coc_inevitable_action_yes_stories
16,Mild,Inevitable,COC,1,0.00,0.00,3,coc_inevitable_action_yes_stories
17,Mild,Inevitable,COC,1,50.00,50.00,4,coc_inevitable_action_yes_stories
18,Mild,Inevitable,COC,1,33.33,33.33,3,coc_inevitable_action_yes_stories
19,Mild,Inevitable,COC,1,0.00,0.00,1,coc_inevitable_action_yes_stories
20,Mild,Inevitable,COC,1,50.00,0.00,2,coc_inevitable_action_yes_stories
21,Mild,Inevitable,COC,1,50.00,50.00,2,coc_inevitable_action_yes_stories
22,Mild,Inevitable,COC,1,0.00,0.00,2,coc_inevitable_action_yes_stories
23,Mild,Inevitable,COC,1,0.00,33.33,3,coc_inevitable_action_yes_stories
25,Mild,Inevitable,COC,1,33.33,0.00,3,coc_inevitable_action_yes_stories
26,Mild,Inevitable,COC,1,100.00,66.67,3,coc_inevitable_action_yes_stories
27,Mild,Inevitable,COC,1,0.00,0.00,1,coc_inevitable_action_yes_stories
29,Mild,Inevitable,COC,1,0.00,50.00,2,coc_inevitable_action_yes_stories
0,Mild,Inevitable,COC,1,83.33,33.33,6,coc_inevitable_prevention_no_stories
1,Mild,Inevitable,COC,1,0.00,0.00,1,coc_inevitable_prevention_no_stories
2,Mild,Inevitable,COC,1,33.33,33.33,3,coc_inevitable_prevention_no_stories
3,Mild,Inevitable,COC,1,33.33,33.33,3,coc_inevitable_prevention_no_stories
4,Mild,Inevitable,COC,1,50.00,50.00,4,coc_inevitable_prevention_no_stories
5,Mild,Inevitable,COC,1,66.67,50.00,6,coc_inevitable_prevention_no_stories
6,Mild,Inevitable,COC,1,50.00,25.00,4,coc_inevitable_prevention_no_stories
7,Mild,Inevitable,COC,1,100.00,60.00,5,coc_inevitable_prevention_no_stories
8,Mild,Inevitable,COC,1,75.00,50.00,4,coc_inevitable_prevention_no_stories
9,Mild,Inevitable,COC,1,0.00,33.33,3,coc_inevitable_prevention_no_stories
10,Mild,Inevitable,COC,1,80.00,40.00,5,coc_inevitable_prevention_no_stories
11,Mild,Inevitable,COC,1,83.33,66.67,6,coc_inevitable_prevention_no_stories
12,Mild,Inevitable,COC,1,83.33,66.67,6,coc_inevitable_prevention_no_stories
13,Mild,Inevitable,COC,1,75.00,75.00,4,coc_inevitable_prevention_no_stories
14,Mild,Inevitable,COC,1,33.33,33.33,3,coc_inevitable_prevention_no_stories
15,Mild,Inevitable,COC,1,0.00,0.00,2,coc_inevitable_prevention_no_stories
16,Mild,Inevitable,COC,1,50.00,0.00,2,coc_inevitable_prevention_no_stories
17,Mild,Inevitable,COC,1,83.33,33.33,6,coc_inevitable_prevention_no_stories
18,Mild,Inevitable,COC,1,50.00,0.00,2,coc_inevitable_prevention_no_stories
19,Mild,Inevitable,COC,1,80.00,60.00,5,coc_inevitable_prevention_no_stories
21,Mild,Inevitable,COC,1,0.00,0.00,2,coc_inevitable_prevention_no_stories
22,Mild,Inevitable,COC,1,66.67,66.67,6,coc_inevitable_prevention_no_stories
23,Mild,Inevitable,COC,1,0.00,0.00,4,coc_inevitable_prevention_no_stories
24,Mild,Inevitable,COC,1,80.00,60.00,5,coc_inevitable_prevention_no_stories
26,Mild,Inevitable,COC,1,80.00,60.00,5,coc_inevitable_prevention_no_stories
27,Mild,Inevitable,COC,1,80.00,60.00,5,coc_inevitable_prevention_no_stories
28,Mild,Inevitable,COC,1,25.00,50.00,4,coc_inevitable_prevention_no_stories
29,Mild,Inevitable,COC,1,80.00,60.00,5,coc_inevitable_prevention_no_stories
0,Severe,Evitable,CC,1,100.00,100.00,4,cc_evitable_action_yes_stories
1,Severe,Evitable,CC,1,100.00,50.00,4,cc_evitable_action_yes_stories
2,Severe,Evitable,CC,1,100.00,75.00,4,cc_evitable_action_yes_stories
3,Severe,Evitable,CC,1,100.00,100.00,3,cc_evitable_action_yes_stories
4,Severe,Evitable,CC,1,100.00,100.00,2,cc_evitable_action_yes_stories
6,Severe,Evitable,CC,1,100.00,80.00,5,cc_evitable_action_yes_stories
7,Severe,Evitable,CC,1,100.00,100.00,6,cc_evitable_action_yes_stories
8,Severe,Evitable,CC,1,100.00,100.00,3,cc_evitable_action_yes_stories
9,Severe,Evitable,CC,1,100.00,100.00,3,cc_evitable_action_yes_stories
1,Severe,Evitable,CC,1,100.00,60.00,5,cc_evitable_prevention_no_stories
2,Severe,Evitable,CC,1,100.00,0.00,2,cc_evitable_prevention_no_stories
3,Severe,Evitable,CC,1,100.00,50.00,2,cc_evitable_prevention_no_stories
5,Severe,Evitable,CC,1,100.00,42.86,7,cc_evitable_prevention_no_stories
6,Severe,Evitable,CC,1,100.00,0.00,2,cc_evitable_prevention_no_stories
8,Severe,Evitable,CC,1,100.00,50.00,2,cc_evitable_prevention_no_stories
9,Severe,Evitable,CC,1,100.00,100.00,3,cc_evitable_prevention_no_stories
0,Severe,Inevitable,CC,1,25.00,100.00,4,cc_inevitable_action_yes_stories
1,Severe,Inevitable,CC,1,50.00,100.00,2,cc_inevitable_action_yes_stories
2,Severe,Inevitable,CC,1,25.00,50.00,4,cc_inevitable_action_yes_stories
3,Severe,Inevitable,CC,1,75.00,50.00,4,cc_inevitable_action_yes_stories
4,Severe,Inevitable,CC,1,50.00,50.00,2,cc_inevitable_action_yes_stories
5,Severe,Inevitable,CC,1,33.33,66.67,3,cc_inevitable_action_yes_stories
6,Severe,Inevitable,CC,1,0.00,50.00,2,cc_inevitable_action_yes_stories
7,Severe,Inevitable,CC,1,80.00,100.00,5,cc_inevitable_action_yes_stories
8,Severe,Inevitable,CC,1,25.00,100.00,4,cc_inevitable_action_yes_stories
9,Severe,Inevitable,CC,1,0.00,100.00,1,cc_inevitable_action_yes_stories
0,Severe,Inevitable,CC,1,25.00,25.00,4,cc_inevitable_prevention_no_stories
1,Severe,Inevitable,CC,1,60.00,40.00,5,cc_inevitable_prevention_no_stories
2,Severe,Inevitable,CC,1,25.00,50.00,4,cc_inevitable_prevention_no_stories
3,Severe,Inevitable,CC,1,20.00,40.00,5,cc_inevitable_prevention_no_stories
4,Severe,Inevitable,CC,1,50.00,50.00,2,cc_inevitable_prevention_no_stories
6,Severe,Inevitable,CC,1,33.33,33.33,6,cc_inevitable_prevention_no_stories
7,Severe,Inevitable,CC,1,66.67,66.67,3,cc_inevitable_prevention_no_stories
8,Severe,Inevitable,CC,1,0.00,33.33,3,cc_inevitable_prevention_no_stories
9,Severe,Inevitable,CC,1,75.00,50.00,4,cc_inevitable_prevention_no_stories
0,Severe,Evitable,COC,1,100.00,66.67,3,coc_evitable_action_yes_stories
1,Severe,Evitable,COC,1,100.00,71.43,7,coc_evitable_action_yes_stories
2,Severe,Evitable,COC,1,100.00,0.00,1,coc_evitable_action_yes_stories
3,Severe,Evitable,COC,1,100.00,0.00,2,coc_evitable_action_yes_stories
4,Severe,Evitable,COC,1,100.00,0.00,3,coc_evitable_action_yes_stories
5,Severe,Evitable,COC,1,100.00,0.00,4,coc_evitable_action_yes_stories
6,Severe,Evitable,COC,1,100.00,60.00,5,coc_evitable_action_yes_stories
7,Severe,Evitable,COC,1,100.00,0.00,2,coc_evitable_action_yes_stories
8,Severe,Evitable,COC,1,100.00,50.00,2,coc_evitable_action_yes_stories
9,Severe,Evitable,COC,1,100.00,0.00,2,coc_evitable_action_yes_stories
0,Severe,Evitable,COC,1,100.00,100.00,1,coc_evitable_prevention_no_stories
2,Severe,Evitable,COC,1,100.00,100.00,4,coc_evitable_prevention_no_stories
3,Severe,Evitable,COC,1,100.00,100.00,3,coc_evitable_prevention_no_stories
6,Severe,Evitable,COC,1,100.00,83.33,6,coc_evitable_prevention_no_stories
7,Severe,Evitable,COC,1,100.00,100.00,1,coc_evitable_prevention_no_stories
9,Severe,Evitable,COC,1,100.00,75.00,4,coc_evitable_prevention_no_stories
0,Severe,Inevitable,COC,1,75.00,75.00,4,coc_inevitable_action_yes_stories
1,Severe,Inevitable,COC,1,40.00,40.00,5,coc_inevitable_action_yes_stories
2,Severe,Inevitable,COC,1,50.00,50.00,2,coc_inevitable_action_yes_stories
3,Severe,Inevitable,COC,1,0.00,0.00,1,coc_inevitable_action_yes_stories
4,Severe,Inevitable,COC,1,66.67,66.67,3,coc_inevitable_action_yes_stories
5,Severe,Inevitable,COC,1,0.00,0.00,4,coc_inevitable_action_yes_stories
6,Severe,Inevitable,COC,1,0.00,0.00,2,coc_inevitable_action_yes_stories
7,Severe,Inevitable,COC,1,0.00,0.00,1,coc_inevitable_action_yes_stories
8,Severe,Inevitable,COC,1,75.00,75.00,4,coc_inevitable_action_yes_stories
9,Severe,Inevitable,COC,1,0.00,0.00,3,coc_inevitable_action_yes_stories
