table_id,original_scenario_id,severity,evitability,causal,choice,c_plus_pct,i_plus_pct,num_events,condition
92,22,Mild,Evitable,CC,1,100.00,100.00,5,cc_evitable_prevention_no_stories
93,22,Mild,Evitable,CC,2,100.00,100.00,4,cc_evitable_prevention_no_stories
94,23,Mild,Evitable,CC,1,100.00,80.00,5,cc_evitable_prevention_no_stories
95,23,Mild,Evitable,CC,2,100.00,100.00,5,cc_evitable_prevention_no_stories
96,24,Mild,Evitable,CC,1,100.00,80.00,5,cc_evitable_prevention_no_stories
97,24,Mild,Evitable,CC,2,100.00,100.00,5,cc_evitable_prevention_no_stories
98,25,Mild,Evitable,CC,1,100.00,80.00,5,cc_evitable_prevention_no_stories
99,25,Mild,Evitable,CC,2,83.33,66.67,6,cc_evitable_prevention_no_stories
100,26,Mild,Evitable,CC,1,100.00,100.00,5,cc_evitable_prevention_no_stories
101,26,Mild,Evitable,CC,2,100.00,100.00,6,cc_evitable_prevention_no_stories
102,27,Mild,Evitable,CC,1,100.00,100.00,5,cc_evitable_prevention_no_stories
103,27,Mild,Evitable,CC,2,100.00,100.00,4,cc_evitable_prevention_no_stories
104,28,Mild,Evitable,CC,1,100.00,100.00,5,cc_evitable_prevention_no_stories
105,28,Mild,Evitable,CC,2,100.00,100.00,5,cc_evitable_prevention_no_stories
106,29,Mild,Evitable,CC,1,100.00,80.00,5,cc_evitable_prevention_no_stories
107,29,Mild,Evitable,CC,2,100.00,100.00,5,cc_evitable_prevention_no_stories
108,0,Mild,Inevitable,CC,1,50.00,66.67,6,cc_inevitable_action_yes_stories
109,0,Mild,Inevitable,CC,2,20.00,20.00,5,cc_inevitable_action_yes_stories
110,2,Mild,Inevitable,CC,1,25.00,75.00,4,cc_inevitable_action_yes_stories
111,2,Mild,Inevitable,CC,2,60.00,80.00,5,cc_inevitable_action_yes_stories
112,3,Mild,Inevitable,CC,1,25.00,25.00,4,cc_inevitable_action_yes_stories
113,3,Mild,Inevitable,CC,2,25.00,25.00,4,cc_inevitable_action_yes_stories
114,4,Mild,Inevitable,CC,1,50.00,100.00,4,cc_inevitable_action_yes_stories
115,4,Mild,Inevitable,CC,2,60.00,80.00,5,cc_inevitable_action_yes_stories
116,6,Mild,Inevitable,CC,1,66.67,66.67,3,cc_inevitable_action_yes_stories
117,6,Mild,Inevitable,CC,2,80.00,80.00,5,cc_inevitable_action_yes_stories
118,7,Mild,Inevitable,CC,1,40.00,60.00,5,cc_inevitable_action_yes_stories
119,7,Mild,Inevitable,CC,2,60.00,60.00,5,cc_inevitable_action_yes_stories
120,10,Mild,Inevitable,CC,1,0.00,50.00,2,cc_inevitable_action_yes_stories
121,12,Mild,Inevitable,CC,1,40.00,60.00,5,cc_inevitable_action_yes_stories
122,12,Mild,Inevitable,CC,2,40.00,80.00,5,cc_inevitable_action_yes_stories
123,14,Mild,Inevitable,CC,1,80.00,100.00,5,cc_inevitable_action_yes_stories
124,14,Mild,Inevitable,CC,2,66.67,83.33,6,cc_inevitable_action_yes_stories
125,15,Mild,Inevitable,CC,1,40.00,40.00,5,cc_inevitable_action_yes_stories
126,15,Mild,Inevitable,CC,2,40.00,40.00,5,cc_inevitable_action_yes_stories
127,16,Mild,Inevitable,CC,1,66.67,83.33,6,cc_inevitable_action_yes_stories
128,16,Mild,Inevitable,CC,2,60.00,80.00,5,cc_inevitable_action_yes_stories
129,17,Mild,Inevitable,CC,1,50.00,75.00,4,cc_inevitable_action_yes_stories
130,17,Mild,Inevitable,CC,2,75.00,75.00,4,cc_inevitable_action_yes_stories
131,18,Mild,Inevitable,CC,1,60.00,100.00,5,cc_inevitable_action_yes_stories
132,18,Mild,Inevitable,CC,2,40.00,60.00,5,cc_inevitable_action_yes_stories
133,19,Mild,Inevitable,CC,1,100.00,80.00,5,cc_inevitable_action_yes_stories
134,19,Mild,Inevitable,CC,2,100.00,60.00,5,cc_inevitable_action_yes_stories
135,20,Mild,Inevitable,CC,1,50.00,100.00,6,cc_inevitable_action_yes_stories
136,20,Mild,Inevitable,CC,2,80.00,80.00,5,cc_inevitable_action_yes_stories
137,22,Mild,Inevitable,CC,1,50.00,75.00,4,cc_inevitable_action_yes_stories
138,22,Mild,Inevitable,CC,2,25.00,50.00,4,cc_inevitable_action_yes_stories
139,23,Mild,Inevitable,CC,1,80.00,80.00,5,cc_inevitable_action_yes_stories
140,23,Mild,Inevitable,CC,2,80.00,80.00,5,cc_inevitable_action_yes_stories
141,24,Mild,Inevitable,CC,1,40.00,60.00,5,cc_inevitable_action_yes_stories
142,24,Mild,Inevitable,CC,2,60.00,60.00,5,cc_inevitable_action_yes_stories
143,25,Mild,Inevitable,CC,1,80.00,80.00,5,cc_inevitable_action_yes_stories
144,25,Mild,Inevitable,CC,2,83.33,66.67,6,cc_inevitable_action_yes_stories
145,26,Mild,Inevitable,CC,1,50.00,100.00,6,cc_inevitable_action_yes_stories
146,26,Mild,Inevitable,CC,2,40.00,60.00,5,cc_inevitable_action_yes_stories
147,27,Mild,Inevitable,CC,1,60.00,100.00,5,cc_inevitable_action_yes_stories
148,27,Mild,Inevitable,CC,2,40.00,40.00,5,cc_inevitable_action_yes_stories
149,28,Mild,Inevitable,CC,1,66.67,100.00,6,cc_inevitable_action_yes_stories
150,28,Mild,Inevitable,CC,2,14.29,42.86,7,cc_inevitable_action_yes_stories
151,29,Mild,Inevitable,CC,1,50.00,100.00,6,cc_inevitable_action_yes_stories
152,29,Mild,Inevitable,CC,2,40.00,80.00,5,cc_inevitable_action_yes_stories
153,0,Mild,Inevitable,CC,1,50.00,50.00,6,cc_inevitable_prevention_no_stories
154,0,Mild,Inevitable,CC,2,0.00,66.67,6,cc_inevitable_prevention_no_stories
155,1,Mild,Inevitable,CC,1,60.00,80.00,5,cc_inevitable_prevention_no_stories
156,1,Mild,Inevitable,CC,2,40.00,80.00,5,cc_inevitable_prevention_no_stories
157,2,Mild,Inevitable,CC,1,50.00,50.00,2,cc_inevitable_prevention_no_stories
158,2,Mild,Inevitable,CC,2,33.33,66.67,6,cc_inevitable_prevention_no_stories
159,3,Mild,Inevitable,CC,1,60.00,40.00,5,cc_inevitable_prevention_no_stories
160,3,Mild,Inevitable,CC,2,20.00,40.00,5,cc_inevitable_prevention_no_stories
161,4,Mild,Inevitable,CC,1,83.33,66.67,6,cc_inevitable_prevention_no_stories
162,4,Mild,Inevitable,CC,2,40.00,40.00,5,cc_inevitable_prevention_no_stories
163,5,Mild,Inevitable,CC,1,60.00,80.00,5,cc_inevitable_prevention_no_stories
164,5,Mild,Inevitable,CC,2,40.00,60.00,5,cc_inevitable_prevention_no_stories
165,6,Mild,Inevitable,CC,1,66.67,50.00,6,cc_inevitable_prevention_no_stories
166,6,Mild,Inevitable,CC,2,33.33,83.33,6,cc_inevitable_prevention_no_stories
167,7,Mild,Inevitable,CC,1,60.00,60.00,5,cc_inevitable_prevention_no_stories
168,7,Mild,Inevitable,CC,2,40.00,40.00,5,cc_inevitable_prevention_no_stories
169,8,Mild,Inevitable,CC,1,57.14,57.14,7,cc_inevitable_prevention_no_stories
170,8,Mild,Inevitable,CC,2,16.67,66.67,6,cc_inevitable_prevention_no_stories
171,9,Mild,Inevitable,CC,1,40.00,20.00,5,cc_inevitable_prevention_no_stories
172,9,Mild,Inevitable,CC,2,20.00,80.00,5,cc_inevitable_prevention_no_stories
173,10,Mild,Inevitable,CC,1,40.00,60.00,5,cc_inevitable_prevention_no_stories
174,10,Mild,Inevitable,CC,2,40.00,40.00,5,cc_inevitable_prevention_no_stories
175,11,Mild,Inevitable,CC,1,50.00,37.50,8,cc_inevitable_prevention_no_stories
176,11,Mild,Inevitable,CC,2,0.00,40.00,5,cc_inevitable_prevention_no_stories
177,12,Mild,Inevitable,CC,1,57.14,42.86,7,cc_inevitable_prevention_no_stories
178,12,Mild,Inevitable,CC,2,40.00,40.00,5,cc_inevitable_prevention_no_stories
179,13,Mild,Inevitable,CC,1,40.00,40.00,5,cc_inevitable_prevention_no_stories
180,13,Mild,Inevitable,CC,2,20.00,40.00,5,cc_inevitable_prevention_no_stories
181,14,Mild,Inevitable,CC,1,62.50,50.00,8,cc_inevitable_prevention_no_stories
182,14,Mild,Inevitable,CC,2,50.00,100.00,6,cc_inevitable_prevention_no_stories
183,15,Mild,Inevitable,CC,1,40.00,20.00,5,cc_inevitable_prevention_no_stories
184,15,Mild,Inevitable,CC,2,40.00,40.00,5,cc_inevitable_prevention_no_stories
185,16,Mild,Inevitable,CC,1,66.67,66.67,6,cc_inevitable_prevention_no_stories
186,16,Mild,Inevitable,CC,2,0.00,60.00,5,cc_inevitable_prevention_no_stories
187,17,Mild,Inevitable,CC,1,80.00,40.00,5,cc_inevitable_prevention_no_stories
188,17,Mild,Inevitable,CC,2,60.00,60.00,5,cc_inevitable_prevention_no_stories
189,18,Mild,Inevitable,CC,1,60.00,60.00,5,cc_inevitable_prevention_no_stories
190,18,Mild,Inevitable,CC,2,50.00,75.00,4,cc_inevitable_prevention_no_stories
191,19,Mild,Inevitable,CC,1,60.00,100.00,5,cc_inevitable_prevention_no_stories
192,19,Mild,Inevitable,CC,2,40.00,40.00,5,cc_inevitable_prevention_no_stories
193,20,Mild,Inevitable,CC,1,60.00,40.00,5,cc_inevitable_prevention_no_stories
194,20,Mild,Inevitable,CC,2,60.00,40.00,5,cc_inevitable_prevention_no_stories
195,21,Mild,Inevitable,CC,1,60.00,60.00,5,cc_inevitable_prevention_no_stories
196,21,Mild,Inevitable,CC,2,50.00,75.00,4,cc_inevitable_prevention_no_stories
197,22,Mild,Inevitable,CC,1,50.00,50.00,4,cc_inevitable_prevention_no_stories
198,22,Mild,Inevitable,CC,2,40.00,60.00,5,cc_inevitable_prevention_no_stories
199,23,Mild,Inevitable,CC,1,83.33,66.67,6,cc_inevitable_prevention_no_stories
200,23,Mild,Inevitable,CC,2,60.00,80.00,5,cc_inevitable_prevention_no_stories
201,24,Mild,Inevitable,CC,1,75.00,50.00,4,cc_inevitable_prevention_no_stories
202,24,Mild,Inevitable,CC,2,40.00,60.00,5,cc_inevitable_prevention_no_stories
203,25,Mild,Inevitable,CC,1,75.00,37.50,8,cc_inevitable_prevention_no_stories
204,25,Mild,Inevitable,CC,2,71.43,71.43,7,cc_inevitable_prevention_no_stories
205,26,Mild,Inevitable,CC,1,80.00,80.00,5,cc_inevitable_prevention_no_stories
206,26,Mild,Inevitable,CC,2,60.00,100.00,5,cc_inevitable_prevention_no_stories
207,27,Mild,Inevitable,CC,1,50.00,50.00,4,cc_inevitable_prevention_no_stories
208,27,Mild,Inevitable,CC,2,66.67,100.00,6,cc_inevitable_prevention_no_stories
209,28,Mild,Inevitable,CC,1,28.57,57.14,7,cc_inevitable_prevention_no_stories
210,28,Mild,Inevitable,CC,2,40.00,60.00,5,cc_inevitable_prevention_no_stories
211,29,Mild,Inevitable,CC,1,80.00,60.00,5,cc_inevitable_prevention_no_stories
212,29,Mild,Inevitable,CC,2,0.00,80.00,5,cc_inevitable_prevention_no_stories
213,0,Mild,Evitable,COC,1,100.00,88.89,9,coc_evitable_action_yes_stories
214,0,Mild,Evitable,COC,2,100.00,87.50,8,coc_evitable_action_yes_stories
215,1,Mild,Evitable,COC,1,100.00,60.00,5,coc_evitable_action_yes_stories
216,1,Mild,Evitable,COC,2,100.00,100.00,4,coc_evitable_action_yes_stories
217,2,Mild,Evitable,COC,1,100.00,66.67,3,coc_evitable_action_yes_stories
218,2,Mild,Evitable,COC,2,100.00,75.00,4,coc_evitable_action_yes_stories
219,3,Mild,Evitable,COC,1,100.00,33.33,3,coc_evitable_action_yes_stories
220,3,Mild,Evitable,COC,2,100.00,100.00,5,coc_evitable_action_yes_stories
221,4,Mild,Evitable,COC,1,100.00,50.00,4,coc_evitable_action_yes_stories
222,4,Mild,Evitable,COC,2,100.00,80.00,5,coc_evitable_action_yes_stories
223,6,Mild,Evitable,COC,1,100.00,75.00,4,coc_evitable_action_yes_stories
224,6,Mild,Evitable,COC,2,100.00,100.00,6,coc_evitable_action_yes_stories
225,7,Mild,Evitable,COC,1,100.00,50.00,4,coc_evitable_action_yes_stories
226,7,Mild,Evitable,COC,2,100.00,100.00,5,coc_evitable_action_yes_stories
227,8,Mild,Evitable,COC,1,100.00,66.67,3,coc_evitable_action_yes_stories
228,8,Mild,Evitable,COC,2,100.00,75.00,4,coc_evitable_action_yes_stories
229,9,Mild,Evitable,COC,1,100.00,60.00,5,coc_evitable_action_yes_stories
230,9,Mild,Evitable,COC,2,100.00,100.00,4,coc_evitable_action_yes_stories
231,10,Mild,Evitable,COC,1,100.00,60.00,5,coc_evitable_action_yes_stories
232,10,Mild,Evitable,COC,2,100.00,80.00,5,coc_evitable_action_yes_stories
233,12,Mild,Evitable,COC,1,100.00,50.00,2,coc_evitable_action_yes_stories
234,12,Mild,Evitable,COC,2,100.00,100.00,3,coc_evitable_action_yes_stories
235,14,Mild,Evitable,COC,1,100.00,75.00,4,coc_evitable_action_yes_stories
236,14,Mild,Evitable,COC,2,100.00,100.00,4,coc_evitable_action_yes_stories
237,15,Mild,Evitable,COC,1,100.00,50.00,4,coc_evitable_action_yes_stories
238,15,Mild,Evitable,COC,2,100.00,50.00,4,coc_evitable_action_yes_stories
239,16,Mild,Evitable,COC,1,100.00,75.00,4,coc_evitable_action_yes_stories
240,16,Mild,Evitable,COC,2,100.00,80.00,5,coc_evitable_action_yes_stories
241,17,Mild,Evitable,COC,1,100.00,66.67,3,coc_evitable_action_yes_stories
242,17,Mild,Evitable,COC,2,100.00,75.00,4,coc_evitable_action_yes_stories
243,18,Mild,Evitable,COC,1,100.00,66.67,3,coc_evitable_action_yes_stories
244,18,Mild,Evitable,COC,2,100.00,80.00,5,coc_evitable_action_yes_stories
245,19,Mild,Evitable,COC,1,100.00,50.00,4,coc_evitable_action_yes_stories
246,19,Mild,Evitable,COC,2,100.00,80.00,5,coc_evitable_action_yes_stories
247,20,Mild,Evitable,COC,1,100.00,66.67,3,coc_evitable_action_yes_stories
248,20,Mild,Evitable,COC,2,75.00,100.00,4,coc_evitable_action_yes_stories
249,21,Mild,Evitable,COC,1,100.00,60.00,5,coc_evitable_action_yes_stories
250,21,Mild,Evitable,COC,2,100.00,100.00,4,coc_evitable_action_yes_stories
251,22,Mild,Evitable,COC,1,100.00,66.67,6,coc_evitable_action_yes_stories
252,22,Mild,Evitable,COC,2,100.00,100.00,5,coc_evitable_action_yes_stories
253,23,Mild,Evitable,COC,1,100.00,80.00,5,coc_evitable_action_yes_stories
254,23,Mild,Evitable,COC,2,100.00,80.00,5,coc_evitable_action_yes_stories
255,25,Mild,Evitable,COC,1,100.00,50.00,4,coc_evitable_action_yes_stories
256,25,Mild,Evitable,COC,2,100.00,75.00,4,coc_evitable_action_yes_stories
257,26,Mild,Evitable,COC,1,100.00,60.00,5,coc_evitable_action_yes_stories
258,26,Mild,Evitable,COC,2,100.00,100.00,6,coc_evitable_action_yes_stories
259,27,Mild,Evitable,COC,1,100.00,25.00,4,coc_evitable_action_yes_stories
260,27,Mild,Evitable,COC,2,100.00,80.00,5,coc_evitable_action_yes_stories
261,29,Mild,Evitable,COC,1,100.00,80.00,5,coc_evitable_action_yes_stories
262,29,Mild,Evitable,COC,2,100.00,75.00,4,coc_evitable_action_yes_stories
263,0,Mild,Evitable,COC,1,100.00,57.14,7,coc_evitable_prevention_no_stories
264,0,Mild,Evitable,COC,2,100.00,85.71,7,coc_evitable_prevention_no_stories
265,1,Mild,Evitable,COC,1,100.00,75.00,4,coc_evitable_prevention_no_stories
266,1,Mild,Evitable,COC,2,100.00,100.00,3,coc_evitable_prevention_no_stories
267,2,Mild,Evitable,COC,1,100.00,100.00,5,coc_evitable_prevention_no_stories
268,2,Mild,Evitable,COC,2,75.00,50.00,4,coc_evitable_prevention_no_stories
269,3,Mild,Evitable,COC,1,100.00,100.00,5,coc_evitable_prevention_no_stories
270,3,Mild,Evitable,COC,2,100.00,50.00,4,coc_evitable_prevention_no_stories
271,4,Mild,Evitable,COC,1,100.00,100.00,5,coc_evitable_prevention_no_stories
272,4,Mild,Evitable,COC,2,100.00,100.00,5,coc_evitable_prevention_no_stories
273,5,Mild,Evitable,COC,1,100.00,80.00,5,coc_evitable_prevention_no_stories
274,5,Mild,Evitable,COC,2,100.00,100.00,5,coc_evitable_prevention_no_stories
275,6,Mild,Evitable,COC,1,100.00,80.00,5,coc_evitable_prevention_no_stories
276,6,Mild,Evitable,COC,2,100.00,66.67,6,coc_evitable_prevention_no_stories
277,7,Mild,Evitable,COC,1,100.00,83.33,6,coc_evitable_prevention_no_stories
278,7,Mild,Evitable,COC,2,100.00,75.00,4,coc_evitable_prevention_no_stories
279,8,Mild,Evitable,COC,1,100.00,83.33,6,coc_evitable_prevention_no_stories
280,8,Mild,Evitable,COC,2,100.00,66.67,3,coc_evitable_prevention_no_stories
281,9,Mild,Evitable,COC,1,100.00,100.00,5,coc_evitable_prevention_no_stories
282,9,Mild,Evitable,COC,2,100.00,80.00,5,coc_evitable_prevention_no_stories
283,10,Mild,Evitable,COC,1,100.00,66.67,6,coc_evitable_prevention_no_stories
284,10,Mild,Evitable,COC,2,100.00,75.00,4,coc_evitable_prevention_no_stories
285,11,Mild,Evitable,COC,1,100.00,66.67,6,coc_evitable_prevention_no_stories
286,11,Mild,Evitable,COC,2,100.00,100.00,6,coc_evitable_prevention_no_stories
287,12,Mild,Evitable,COC,1,100.00,100.00,3,coc_evitable_prevention_no_stories
288,12,Mild,Evitable,COC,2,100.00,66.67,3,coc_evitable_prevention_no_stories
289,13,Mild,Evitable,COC,1,100.00,83.33,6,coc_evitable_prevention_no_stories
290,13,Mild,Evitable,COC,2,100.00,50.00,4,coc_evitable_prevention_no_stories
291,14,Mild,Evitable,COC,1,100.00,100.00,5,coc_evitable_prevention_no_stories
292,14,Mild,Evitable,COC,2,75.00,75.00,4,coc_evitable_prevention_no_stories
293,15,Mild,Evitable,COC,1,100.00,75.00,4,coc_evitable_prevention_no_stories
294,15,Mild,Evitable,COC,2,100.00,80.00,5,coc_evitable_prevention_no_stories
295,16,Mild,Evitable,COC,1,100.00,100.00,5,coc_evitable_prevention_no_stories
296,16,Mild,Evitable,COC,2,100.00,75.00,4,coc_evitable_prevention_no_stories
297,17,Mild,Evitable,COC,1,100.00,85.71,7,coc_evitable_prevention_no_stories
298,17,Mild,Evitable,COC,2,75.00,75.00,4,coc_evitable_prevention_no_stories
299,18,Mild,Evitable,COC,1,100.00,100.00,5,coc_evitable_prevention_no_stories
300,18,Mild,Evitable,COC,2,100.00,66.67,3,coc_evitable_prevention_no_stories
301,19,Mild,Evitable,COC,1,100.00,80.00,5,coc_evitable_prevention_no_stories
302,19,Mild,Evitable,COC,2,100.00,80.00,5,coc_evitable_prevention_no_stories
303,20,Mild,Evitable,COC,1,100.00,85.71,7,coc_evitable_prevention_no_stories
304,20,Mild,Evitable,COC,2,100.00,100.00,4,coc_evitable_prevention_no_stories
305,21,Mild,Evitable,COC,1,100.00,100.00,4,coc_evitable_prevention_no_stories
306,21,Mild,Evitable,COC,2,100.00,66.67,3,coc_evitable_prevention_no_stories
307,22,Mild,Evitable,COC,1,100.00,100.00,5,coc_evitable_prevention_no_stories
308,22,Mild,Evitable,COC,2,100.00,100.00,5,coc_evitable_prevention_no_stories
309,23,Mild,Evitable,COC,1,100.00,100.00,6,coc_evitable_prevention_no_stories
310,23,Mild,Evitable,COC,2,100.00,71.43,7,coc_evitable_prevention_no_stories
311,24,Mild,Evitable,COC,1,100.00,66.67,6,coc_evitable_prevention_no_stories
312,24,Mild,Evitable,COC,2,100.00,75.00,4,coc_evitable_prevention_no_stories
313,25,Mild,Evitable,COC,1,100.00,71.43,7,coc_evitable_prevention_no_stories
314,25,Mild,Evitable,COC,2,100.00,80.00,5,coc_evitable_prevention_no_stories
